id,word,example_en,example_ja
B200759,elegance,She moved with grace and elegance.,彼女は優雅さと優美さを持って動いた。
B200760,elegant,She looked elegant in her evening gown.,彼女はイブニングガウンで優雅に見えた。
B200761,elegantly,She smoothly and elegantly poured the water into the glass.,滞りのない、優雅な仕草でグラスに水を注ぎ込んだ。
B200762,elemental,The elemental forces of nature are incredibly powerful.,自然の力は非常に強力です。
B200763,eligible,She is eligible for the scholarship.,彼女は奨学金の対象となる。
B200764,elite,He is considered one of the elite in his field.,彼は自分の分野でエリートの一人と見なされています。
B200765,eloquence,His eloquence captivated the audience.,彼の雄弁さは聴衆を魅了した。
B200766,eloquent,She delivered an eloquent speech at the conference.,彼女は会議で雄弁なスピーチを行った。
B200767,embassy,I need to go to the embassy to renew my passport.,私はパスポートを更新するために大使館に行かなければなりません。
B200768,embrace,We need to embrace change to move forward.,前進するためには変化を受け入れる必要があります。
B200769,emergence,The emergence of new technologies has revolutionized the way we live.,新しい技術の出現は私たちの生活のあり方を革命的に変えました。
B200770,emphatically,She emphatically denied the accusations.,彼女は断固として告発を否定した。
B200771,employ,They employ him as a manager.,彼らは彼をマネージャーとして雇っています。
B200772,employee,The company hired a new employee last week.,会社は先週新しい従業員を採用しました。
B200773,employer,My employer is very supportive and understanding.,私の雇い主はとてもサポートしてくれるし、理解もあります。
B200774,encounter,He encountered a friend on the road.,彼は道で友人と出くわした。
B200775,endeavor,She always endeavors to do her best in everything she does.,彼女は何事においても常に最善を尽くそうと努力しています。
B200776,endlessly,The schoolboys teased each other endlessly.,男子学生たちはひっきりなしにふざけあっていた。
B200777,endorse,I endorse the check to my sister.,私は妹宛ての小切手を裏書します。
B200778,endurance,Endurance is the key to success.,忍耐こそ成功の鍵です。
B200779,enduring,The mountain climbers faced an enduring cold.,山登りの者たちは長く続く寒さに直面した。
B200780,energy,Renewable energy is the future of sustainable development.,再生可能エネルギーは持続可能な開発の未来です。
B200781,enforce,The police officer was tasked to enforce the new traffic regulations.,警察官は新しい交通規制を執行するように指示されました。
B200782,engagement,The couple announced their engagement last night.,二人は昨夜婚約を発表した。
B200783,engulf,The fire quickly engulfed the entire building.,火事は建物全体をすぐに飲み込んだ。
B200784,enhance,Regular exercise can enhance your overall well-being.,定期的な運動はあなたの総合的な健康を向上させることができます。
B200785,enroll,Please enroll your name in the register.,氏名を名簿に記入してください。
B200786,enterprise,The enterprise is expanding its operations to new markets.,その企業は新たな市場に事業を拡大しています。
B200787,entertaining,The movie was very entertaining.,その映画はとても愉快だった。
B200788,enthusiastically,She enthusiastically cheered for her favorite team.,彼女は熱狂的に彼女のお気に入りのチームを応援しました。
B200789,entitle,The author can entitle their book with any name they choose.,著者は自分が選んだ名前で本に表題をつけることができます。
B200790,entrepreneur,She is a successful entrepreneur.,彼女は成功した起業家です。
B200791,environment,We should all take responsibility for protecting the environment.,私たちはみんな環境を守る責任を持つべきです。
B200792,environmentally,I try to live environmentally by recycling and conserving energy.,私はリサイクルやエネルギーを節約して、環境に優しく生活しようとしています。
B200793,environmentally friendly,The company disposes of its waste products in an environmentally friendly manner.,会社は廃棄物を環境に配慮した方法で処理しています。
B200794,envy,I envy him.,私は彼がうらやましい。
B200795,equal,He has no equal in the field of electronics.,エレクトロニクスの分野で彼に肩を並べる者はいない。
B200796,equal,No one equals him in intelligence.,知力では誰も彼にはかなわない。
B200797,equation,The equation is not correct.,式が正しくありません。
B200798,equip,He equipped himself with the necessary tools for the job.,彼は仕事のために必要な道具を装備した。
B200799,equity,Equity is essential for a fair society.,公平は公正な社会にとって不可欠です。
B200800,erect,"With an erect posture and piercing gaze, she commanded respect from the courtroom.",背筋を伸ばした姿勢と鋭いまなざしで、彼女は法廷から尊敬の念を集めていた。
B200801,erupt,"The volcano erupted, spewing ash and lava into the air.",火山が噴火し、火山灰と溶岩を空中に噴出した。
B200802,eruption,"The volcano had a sudden eruption, causing widespread damage.",その火山は突発的な噴火を起こし、広範囲に被害をもたらしました。
B200803,essayist,She is a renowned essayist.,彼女は著名な随筆家です。
B200804,essentially,"Essentially, he is a good person.",本質的に彼は良い人です。
B200805,estate,He inherited a large estate from his grandfather.,彼は祖父から大きな不動産を相続しました。
B200806,estimate,The estimator provided a detailed cost estimate for the construction project.,見積もり担当者は建設プロジェクトの詳細な見積もりを提供しました。
B200807,estimated,"The estimated cost of the project is $10,000.",プロジェクトの見積もり費用は1万ドルです。
B200808,eternally,The artist is eternally a boy.,その画家は、いわば永遠の少年だ。
B200809,ethic,Ethics is an important aspect of decision-making.,倫理は意思決定の重要な側面です。
B200810,ethnic,She is proud of her ethnic heritage.,彼女は自分の民族的な遺産に誇りを持っています。
B200811,evacuate,The government ordered residents to evacuate [[due to]] the approaching hurricane.,政府は近づいているハリケーンのために住民に避難するよう命じました。
B200812,evacuation,"During the hurricane, the residents were ordered to evacuate their homes.",ハリケーンの間、住民は自宅を避難するよう命じられました。
B200813,evaluate,I need to evaluate the performance of my employees.,私は従業員のパフォーマンスを評価する必要があります。
B200814,evaluation,The evaluation of the project was positive.,プロジェクトの評価は良かったです。
B200815,everlasting,The love between them was everlasting.,彼らの間の愛は永遠だった。
B200816,evidently,She is evidently sick.,彼女は明らかに病気だ。
B200817,evil,He is an evil person.,彼は邪悪な人物です。
B200818,evil,Evil sometimes wins.,悪が勝つということもあります。
B200819,evolution,Evolution is a gradual development.,進化は徐々の発展です。
B200820,evolve,Technology continues to evolve at a rapid pace.,テクノロジーは急速に進化し続けています。
B200821,exactness,He always measures with exactness.,彼はいつも正確に計測します。
B200822,exaggerate,"Her dramatic retelling was full of exaggerates, stretching minor inconveniences into epic trials.",些細な不都合を壮大な試練に引き伸ばすため、彼女のドラマチックな語りは誇張に満ちていた。
B200823,exaggeration,She always exaggerates her accomplishments.,彼女はいつも自分の成果を誇張します。
B200824,exalt,The medieval church despised the body and exalted the spirit.,中世の教会は肉体をさげすみ霊をたたえた。
B200825,examinee,"Hearing the bell, the examinees knew it was time to stop.",ベルの音を耳にしたので、試験を受けている人たちは終了の時刻であることを知った。
B200826,exceed,The number of attendees exceeded our expectations.,参加者の数は私たちの予想を超えました。
B200827,excel,She excels in playing the piano.,彼女はピアノの演奏で優れています。
B200828,exception,I made an exception and let him stay up late.,私は例外を作り、彼に遅くまで起きていてもいいと言った。
B200829,exceptional,She has exceptional talent in singing.,彼女は歌唱力が非常に優れている（例外的）です。
B200830,exceptionally,She performed exceptionally well in the competition.,彼女はその競技会で非常に優秀な成績を収めた。
B200831,excessive,She has an excessive amount of clothes in her closet.,彼女はクローゼットに過剰な量の服を持っています。
B200832,exclaim,I couldn't help but exclaim when I saw the beautiful sunset.,美しい夕日を見て、私は思わず叫ばずにはいられませんでした。
B200833,exclamation mark,I can't believe it! There's an exclamation mark at the end of the sentence.,信じられない！文の最後に感嘆符があるんだ。
B200834,exclude,You should exclude that option from the list.,リストからそのオプションを除外するべきです。
B200835,exclusion,The exclusion of certain individuals from the event caused controversy.,特定の個人のイベントからの除外は論争を引き起こしました。
B200836,exclusively,She is exclusively focused on her career.,彼女は仕事に完全に集中しています。
B200837,excursion,We went on an excursion to the beach with our classmates.,私たちはクラスメートと一緒にビーチへの小旅行に行きました。
B200838,execute,He will execute the plan tomorrow.,彼は明日計画を実行する予定です。
B200839,execution,The execution of the plan went smoothly.,計画の実行はスムーズに行われました。
B200840,executive,The executive decision was made to proceed with the project.,プロジェクトを進めるために、経営陣による決定がなされました。
B200841,executive,The foreign executives visited the manufacturing plant.,外国からの経営陣は製造工場を見学した。
B200842,exhaust,The mechanic pointed to the rusted exhaust and informed me it needed immediate replacement.,整備士は錆びた排気管を指さして、すぐに交換が必要だと教えてくれた。
B200843,exhausting,The meeting was lengthy and exhausting.,会議は長くて疲れるものでした。
B200844,exhaustion,"After working long hours every day, he finally reached a point of exhaustion.",毎日長時間働いた後、彼はついに疲労の限界に達した。
B200845,exhibit,Her smile exhibits her happiness.,彼女の笑顔は彼女の幸せを表しています。
B200846,exile,He was forced into exile after the revolution.,彼は革命後、追放された。
B200847,existing,There are many existing buildings in the city.,都市には多くの現存する建物があります。
B200848,exotic,The restaurant serves exotic dishes from around the world.,そのレストランは世界各国の外来料理を提供しています。
B200849,expansion,The expansion of the company into new markets has been successful.,企業の新たな市場への拡大は成功しています。
B200850,expectation,My expectation for the new movie is very high.,私は新しい映画に対する期待が非常に高いです。
B200851,expected,The experiment showed a deviation from the expected results.,実験結果は予想と外れることを示した。
B200852,expedition,The team embarked on an expedition to explore the uncharted territory.,チームは未踏の地を探検するために遠征に出発しました。
B200853,experiment,She will experiment with different ingredients to create a new recipe.,彼女は異なる材料を試して新しいレシピを作ります。
B200854,expert,He is expert at figures.,彼は数字に詳しい。
B200855,explode,The fireworks exploded in the night sky.,花火が夜空で爆発した。
B200856,exploit,Employers sometimes exploit their workers.,雇い主は、時に従業員を搾取する。
B200857,explorer,The explorer discovered a hidden treasure in the jungle.,探検家はジャングルで隠された宝物を発見しました。
B200858,explosive,The explosive device detonated with a loud bang.,爆発物が大きな音とともに爆発した。
B200859,explosive,Explosives went off with a bang.,爆薬がどかんと鳴った。
B200860,export,The exports increased by 30 billion dollars.,輸出は３００億ドル増加した。
B200861,export,The company plans to export their products to foreign markets.,その会社は自社製品を外国市場に輸出する予定です。
B200862,expressive,She has a very expressive face.,彼女は表情の豊かな顔をしています。
B200863,exquisite,The chef prepared an exquisite meal for the guests.,シェフはゲストのために絶妙な食事を用意しました。
B200864,extension,I need to file for an extension on my taxes.,私は税金の延長を申請する必要があります。
B200865,extensive,The hotel has extensive facilities for guests to enjoy.,ホテルには広範な施設があり、ゲストが楽しむことができます。
B200866,external,The external walls of the building are made of glass.,建物の外壁はガラス製です。
B200867,extract,"The scientist carefully analyzed the plant extract, hoping to isolate its medicinal properties.",科学者は植物エキスを注意深く分析し、その薬効成分を分離しようとした。
B200868,extract,He used a pair of tweezers to extract the splinter from his finger.,彼はピンセットを使って指から木片を引き抜いた。
B200869,extraordinarily,He was extraordinarily important in your life.,彼はあなたの人生において非常に重要だったです。
B200870,exultant,The crowd was exultant when their team won the championship.,自分たちのチームが優勝したとき、観客は歓喜に沸いた。
B200871,eyebrow,She raised her eyebrow in surprise.,彼女は驚きで眉を上げた。
B200872,eyelash,She applied mascara to her eyelashes.,彼女はまつ毛にマスカラを塗りました。
B200873,eyelid,She had surgery to correct her droopy eyelids.,彼女はたるんだまぶたを修正する手術を受けました。
B200874,fabric,She bought a beautiful fabric to make a dress.,彼女はドレスを作るために美しい織物を買いました。
B200875,fabulous,She looked fabulous in her new dress.,彼女は新しいドレスで素晴らしく見えました。
B200876,facilitate,Technology can facilitate communication between people who are far apart.,技術は遠く離れた人々の間のコミュニケーションを容易にすることができます。
B200877,facilities,The hotel provided adequate facilities for the conference.,ホテルは会議のために十分な設備を提供しました。
B200878,factor,Lack of exercise is a major factor in weight gain.,運動不足は体重増加の主要な要因です。
B200879,faculty,The faculty of this university is highly respected.,この大学の教員は非常に尊敬されています。
B200880,faint,I fainted.,私は気を失いました。
B200881,faith,Having faith in oneself is important for personal growth.,自分自身を信じることは、個人の成長にとって重要です。
B200882,falter,I hope you don't falter in your decision.,あなたが決断に迷わないことを願っています。
B200883,fame,He achieved fame and fortune through his acting career.,彼は俳優としてのキャリアを通じて名声と財産を手に入れた。
B200884,familiarize,I need to familiarize myself with the new software.,新しいソフトウェアに慣れる必要があります。
B200885,fantastically,The party was fantastically fun.,パーティーは異様に楽しかった。
B200886,far,The shop is at the far end of this market.,その店ならこの市場の端にあります。
B200887,fascinated,The fascinated crowd eagerly watched the magician's mesmerizing performance.,魅了された群衆はマジシャンの魅惑的なパフォーマンスを熱心に見ていました。
B200888,fascination,Her beauty and charm were a source of fascination for everyone.,彼女の美しさと魅力は、みんなにとって魅惑の源でした。
B200889,fat,Where is the fat located?,どの辺に脂肪がついているの？
B200890,fatal,The car accident was fatal.,その車の事故は致命的だった。
B200891,fate,Fate brought us together.,運命が私たちを結びつけた。
B200892,father-in-law,My father-in-law is coming to visit us this weekend.,義理の父が今週末に私たちを訪ねてきます。
B200893,faulty,The faulty machine caused the production to stop.,故障した機械のせいで生産が停止した。
B200894,fear,They feared being overheard.,彼らは立ち聞きされるのを恐れた。
B200895,fearsome,The fearsome dragon breathed fire and destroyed the village.,恐ろしいドラゴンが火を吹いて村を破壊しました。
B200896,feat,Her latest album is a feat of musical genius.,彼女の最新アルバムは音楽の天才の偉業だ。
B200897,feature,All the papers featured the case.,全新聞がその事件を大きく取り上げた。
B200898,fed up,I am fed up with this constant noise.,この絶え間ない騒音にうんざりしています。
B200899,federal,The federal government is responsible for national defense.,連邦政府は国防に責任を持っています。
B200900,feedback,I would appreciate your feedback on the project.,プロジェクトに対するフィードバックをいただけると幸いです。
B200901,fellow,My fellow Americans: ask not what your country can do for you; ask what you can do for your country.,アメリカ合衆国の同胞諸君、国家が諸君のために何をしてくれるかを求めず、諸君が国家のために何をできるかを求めよう。
B200902,female,The job advertisement specifically requested females.,求人広告には「女性を求む」とはっきり書かれていた。
B200903,ferryboat,I took a ferryboat to cross the river.,私は渡し船で川を渡りました。
B200904,fiber,I need to increase my daily intake of fiber.,私は毎日の食物繊維摂取量を増やす必要があります。
B200905,fictional,She loves reading fictional novels.,彼女はフィクションの小説を読むのが好きです。
B200906,fierce,The fierce lion roared loudly in the jungle.,獰猛なライオンがジャングルで大声でほえました。
B200907,fighting,They were fighting in the battlefield.,彼らは戦場で戦っていた。
B200908,figurative,Her poems often use figurative language to convey complex emotions and ideas.,彼女の詩は、複雑な感情やアイデアを伝えるために比喩的な言葉を使うことが多い。
B200909,file,The debtor filed for bankruptcy.,債務者は破産を申請しました。
B200910,filial,He showed filial piety by taking care of his elderly parents.,彼は高齢の両親の世話をすることで親孝行を示しました。
B200911,finance,The government finances are severely squeezed.,国家財政は厳しく逼迫している。
B200912,financially,I am financially stable.,私は財政的に安定しています。
B200913,fine,The machine is working fine.,機械は正常に動作しています。
B200914,fine,I was fined a dollar.,１ドルの罰金を科せられた。
B200915,finely,She finely chopped the vegetables.,彼女は野菜を細かく切りました。
B200916,fingernail,I need to trim my fingernails.,私は指のつめを切る必要があります。
B200917,fire,I will fire up the grill and start cooking.,グリルに火をつけて料理を始めます。
B200918,fire brigade,The fire brigade arrived quickly to extinguish the fire.,消防隊は火災を早く鎮火するために到着しました。
B200919,firearms,Firearms are regulated by strict laws in many countries.,多くの国で、火器は厳しい法律によって規制されています。
B200920,fireplace,I love sitting by the fireplace and reading a book.,私は暖炉のそばに座って本を読むのが好きです。
B200921,firmness,The firmness of the foundation is crucial for the stability of the building.,建物の安定性にとって、基礎の堅固さは重要です。
B200922,first language,English is my first language.,英語は私の第一言語です。
B200923,first-person,"From a first-person perspective, I always try to understand others' points of view.",第一人称の視点から、私は常に他人の見解を理解しようとしています。
B200924,firstly,"Firstly, let's discuss the importance of time management.",まずは、時間管理の重要性について話しましょう。
B200925,fiscal,The government implemented various fiscal policies to stimulate economic growth.,政府は経済成長を促進するために様々な財政政策を実施しました。
B200926,fit,It was a perfect fit.,服がぴったり合っていた。
B200927,fixed,The position of the camera is fixed.,カメラの位置は固定されています。
B200928,flame,The flame danced in the wind.,炎が風に舞った。
B200929,flap,The flag flaps in the wind.,旗が風にはためいています。
B200930,flash,It happened in a flash.,あっと言う間の出来事でした。
B200931,flash,The lightning flashed.,稲妻が光った。
B200932,flat,He ran the 100 meters in 10 seconds flat.,彼は100メートルを10秒ジャストで走った
B200933,flaw,"Despite his flaw, he is still a great leader.",彼の欠点にもかかわらず、彼はまだ素晴らしいリーダーです。
B200934,flawless,Her flawless diamond necklace sparkled in the sunlight.,彼女の完璧なダイヤモンドのネックレスが太陽の光で輝いていた。
B200935,flax,Flax seeds are a great source of omega-3 fatty acids.,亜麻の種はオメガ-3脂肪酸の良い供給源です。
B200936,flee,The thief tried to flee from the scene of the crime.,泥棒は犯行現場から逃走しようとした。
B200937,fleet,The company operates a fleet of trucks for its delivery service.,同社は配送サービスのためにトラックを運行しています。
B200938,flesh,He cut his finger on the sharp edge of the knife and flesh started to bleed.,彼はナイフの鋭い刃で指を切り、肉が出血し始めた。
B200939,flexibility,Flexibility is important in adapting to new situations.,新しい状況に適応するためには柔軟性が重要です。
B200940,flexible,The yoga instructor demonstrated how flexible she was by effortlessly bending into a pretzel shape.,ヨガのインストラクターは、プレッツェルの形に簡単に曲がることで、自分がどれだけ柔軟であるかを示しました。
B200941,flexibly,VISUACT supports flexibly the varied environments and needs of our customers and offers a variety of operational procedures.,VISUACTは、お客様の多様な環境やニーズにも柔軟に対応し、さまざまな運用方法をご提供します。
B200942,flip,I like to flip pancakes in the air.,私はパンケーキを空中で裏返すのが好きです。
B200943,fluency,She speaks English with fluency.,彼女は流ちょうな英語を話します。
B200944,fluid,The plans are still fluid.,計画はまだ流動的である。
B200945,flutter,I saw a beautiful butterfly fluttering in the garden.,庭でぱたぱたと羽ばたく美しい蝶を見ました。
B200946,focus,The image is not in focus.,その映像はピントがあっていない。
B200947,follower,She has a large number of followers on social media.,彼女はソーシャルメディアで多くのフォロワーを持っています。
B200948,following,"Following careful consideration, the judge made her final decision.",慎重に検討した結果、裁判官は最終決定を下した。
B200949,folly,His actions were a clear example of folly.,彼の行動は愚かさの明白な例だった。
B200950,fondly,She fondly remembers her childhood.,彼女は幼少期を懐かしく思い出しています。
B200951,foolishly,She behaved quite foolishly.,彼女はずいぶん愚かな振る舞いをしたものだ。
B200952,footnote,Please include a footnote at the bottom of the page.,ページの下部に脚注を追加してください。
B200953,force,She was forced to confess.,彼女は無理矢理白状させられた。
B200954,forcefully,She spoke forcefully to make her point.,彼女は自分の意見を力強く述べた。
B200955,foreman,The foreman is responsible for overseeing the construction site.,現場監督は工事現場の監督を担当しています。
B200956,foresee,I can foresee the future.,私は将来を予知することができます。
B200957,forestry,Forestry is the science and practice of managing and caring for forests.,林学は森林の管理と保護の科学と実践です。
B200958,formation,The formation of the new committee was announced today.,新しい委員会の設立が今日発表されました。
B200959,formerly,He was formerly a doctor.,彼は以前は医者でした。
B200960,formidable,"The storm was a formidable force, causing widespread destruction.",嵐は恐ろしい力で、広範な破壊を引き起こしました。
B200961,forthcoming,The forthcoming event will be a great opportunity for networking.,今度のイベントはネットワーキングの絶好の機会となるでしょう。
B200962,foul,There's a foul smell in the kitchen.,台所はひどく不快な臭いがします。
B200963,found,They founded the company last year.,彼らは去年その会社を設立した。
B200964,fox,The fox is known for its cunning nature.,キツネはその狡猾な性格で知られています。
B200965,fragrance,The fragrance of the flowers filled the room.,花の香りが部屋に広がった。
B200966,frame,He was framed for the crime he didn't commit.,彼は犯罪を犯していないのに額に入れられた。
B200967,frankly,"Frankly, I don't think it's a good idea.",率直に言って、それは良い考えだとは思いません。
B200968,frantically,She searched frantically for her lost keys.,彼女は狂気のように失くした鍵を探した。
B200969,fraud,He was arrested for fraud.,彼は詐欺で逮捕された。
B200970,freak,"Don't freak out, everything will be fine.",大慌てしないで、すべてうまくいくよ。
B200971,free,The last hostages were finally freed yesterday.,昨日、最後の人質がようやく解放された。
B200972,friendly,She is very friendly and always willing to help others.,彼女はとても好意的で、いつも他の人を助けることを喜んでいます。
B200973,frigate,The frigate patrolled the waters for enemy submarines.,フリゲート艦は敵の潜水艦を追跡するために水域を巡回しました。
B200974,frontier,The explorers reached the frontier of the unknown territory.,探検家たちは未知の領域の国境に到達した。
B200975,frugal,She is known for being frugal and never wasting money.,彼女は倹約なことで知られ、お金を決して無駄にしない。
B200976,fulfill,He always fulfills his promises.,彼はいつも約束を果たします。
B200977,fume,The fume from the factory filled the air with a foul smell.,工場からの煙が空気を悪臭で満たした。
B200978,functional,This software has many functional features.,このソフトウェアには多くの機能的な特徴があります。
B200979,functionality,The functionality of this device is impressive.,このデバイスの機能性は素晴らしいです。
B200980,fundamental,This book provides a fundamental understanding of the subject.,この本はその科目の基本的な理解を提供します。
B200981,funk,I love listening to funk music.,私はファンク音楽を聴くのが大好きです。
B200982,funky,I love listening to funky jazz music.,私はファンキーなジャズ音楽を聴くのが大好きです。
B200983,furious,She was furious when she found out he had lied to her.,彼女は彼が彼女に嘘をついたことを知ったときに怒り狂った。
B200984,furiously,He furiously slammed the door.,彼は激しくドアを叩きつけて閉めた
B200985,furor,The crowd was in a furor after their team won the championship.,チームが優勝した後、群衆は興奮状態になった。
B200986,gaiety,The party was filled with gaiety and laughter.,パーティーは陽気さと笑いに満ちていた。
B200987,gambling,He has a gambling addiction.,彼はギャンブル依存症です。
B200988,gang,The gang gathered in the alleyway.,一団は路地裏に集まった。
B200989,gangster,He was recruited as a gangster at a young age.,彼は若いうちに犯罪組織の一員として勧誘されました。
B200990,gardener,The gardener is pruning the bushes in the garden.,植木屋が庭の木々を剪定しています。
B200991,gasp,The audience gasped in disbelief as the magician made the seemingly impossible become possible right before their eyes.,観客は、魔術師が彼らの目の前で不可能と思われることを可能にしたとき、信じられないと驚いて息をのんだ。
B200992,gateway,The gateway to success is hard work.,成功への出入口は努力です。
B200993,gaudy,Her outfit was so gaudy that it hurt my eyes.,彼女の服装はとても派手で、目が痛くなるほどでした。
B200994,gaze,She looked at him with an adoring gaze.,彼女は崇拝の眼差しで彼を見つめた。
B200995,gear,I need to replace the gear in my car.,私は車の歯車を交換する必要があります。
B200996,generalization,Generalization is an important concept in computer science.,一般化はコンピュータ科学において重要な概念です。
B200997,generalize,It is important to generalize the results of the study to a larger population.,研究の結果をより広い人口に一般化することが重要です。
B200998,generosity,Her generosity knows no bounds.,彼女の寛大さは限りがありません。
B200999,generously,She always donates generously to charity.,彼女はいつも慈善団体に寛大に寄付をしています。
B201000,genius,He is a genius in mathematics.,彼は数学の天才だ。
B201001,genre,The fantasy genre is known for its imaginative and magical elements.,ファンタジーのジャンルは、想像力豊かで魔法的な要素で知られています。
B201002,gently,She spoke gently to the child.,彼女は子供に優しく話しました。
B201003,genuine,She has a genuine smile that lights up the room.,彼女は部屋を明るくする本物の笑顔を持っています。
B201004,genuinely,She genuinely cares about her students.,彼女は生徒のことを心から気にかけています。
B201005,geographic,Geographic information systems are used to analyze and visualize spatial data.,地理情報システムは、空間データを分析し可視化するために使用されています。
B201006,germ,Washing your hands regularly helps to prevent the spread of germs.,定期的に手を洗うことは、ばい菌が広がるのを防ぐのに役立ちます。
B201007,getaway,I need a getaway from the city.,私は都市からの逃避が必要です。
B201008,ghetto,The ghetto was a segregated area where Jewish people were forcibly confined in Europe in the past.,ゲットーは、過去のヨーロッパでユダヤ人が強制的に閉じ込められた隔離された地域でした。
B201009,giveaway,I accidentally gave away the surprise party.,うっかりとサプライズパーティーのことを漏らしてしまった。
B201010,glacis,"Under the moonlight, soldiers cautiously scaled the steep glacis of the fort, hoping to surprise the defenders within.",月明かりの下、兵士たちは砦の険しい壁を慎重によじ登り、中にいる守備兵を驚かせようとした。
B201011,glamorous,She looked glamorous in her evening gown.,彼女はイブニングガウンでうっとりさせる魅力を持って見えました。
B201012,glare,There's a lot of glare.,太陽の照り返しが強い。
B201013,gleam,We saw the gleam of a distant lighthouse.,遠い灯台のかすかな光を見た。
B201014,glee,She watched the performance with glee.,彼女は歓喜の気持ちでパフォーマンスを見た。
B201015,global warming,These gases can lead to global warming.,これらのガスは地球規模の温暖化をもたらし得る。
B201016,globally,"The company operates globally, with offices in over 50 countries.",その会社は世界的に展開しており、50以上の国にオフィスを持っています。
B201017,glocal,The company's glocal strategy has led to its success in various markets.,その会社のグローカル戦略が、さまざまな市場での成功をもたらしました。
B201018,gloomy,The weather is gloomy today.,今日はどんよりとした天気ですね。
B201019,glorify,We should glorify God for all His blessings.,私たちは神のすべての恵みをほめたたえるべきです。
B201020,glow,The glow of the light was intense.,光の輝きが強かった。
B201021,goat,The goat is grazing in the field.,ヤギが畑で草を食べています。
B201022,god,God is always watching over us.,神はいつも私たちを見守っています。
B201023,godly,She has a godly devotion to her faith.,彼女は信仰心が深い。
B201024,good,We should always [[try to]] do good and help others [[in need]].,私たちは、常に善を行い、困っている人を助けるようにしなければなりません。
B201025,goodwill,He showed great goodwill towards his neighbors.,彼は隣人に対して大きな善意を示しました。
B201026,gook,Please clean up the gook on the floor.,床の汚物を片付けてください。
B201027,gorge,She gorged on chocolate cake.,彼女はチョコレートケーキをがつがつ食べた。
B201028,gossip,She loves to gossip and spread tittle-tattle about others.,彼女はうわさ話を好んでし、他人についてのうわさ話を広めます。
B201029,governmental,The governmental policies have a significant impact on the economy.,政府の政策は経済に大きな影響を与えます。
B201030,gracefulness,The dancer exuded gracefulness and beauty.,ダンサーは気品と美しさを発散させていた。
B201031,grade,Each student will be graded individually.,各学生は個々に評価されます。
B201032,gradual,The company implemented a gradual approach to the new policy.,会社は新しい方針に段階的なアプローチを取り入れました。
B201033,grain,I bought a bag of grain from the store.,私は店から一袋の穀物を買いました。
B201034,grand,The grand palace stood proudly at the center of the city.,壮大な宮殿が市の中心に誇らしげに立っていました。
B201035,graphically,He makes it a point to speak clearly and graphically. He always talks turkey about any problem.,彼は、はっきり生き生きと話すのが常だ。彼は、いつもどんな問題も端的に話す。
B201036,grasp,This work is beyond my grasp.,この作品を私は理解できない。
B201037,gravestone,The gravestone was engraved with the name of the deceased.,墓石には亡くなった人の名前が刻まれていました。
B201038,gravitation,The force of gravitation pulls objects towards each other.,引力の力は物体を互いに引き寄せます。
B201039,greatness,His greatness as a leader was recognized by all.,彼の偉大さは、すべてに認められた。
B201040,grief,She couldn't hide her grief when she heard the news.,彼女はそのニュースを聞いた時、深い悲しみを隠すことができなかった。
B201041,grieve,She grieved over the loss of her beloved pet.,彼女は愛しいペットの喪失を悲しんだ。
B201042,grim,His grim expression scared me.,彼の険しい表情に怖くなった。
B201043,grin,She gave me a big grin when she saw me.,彼女は私に会った時に大きな笑顔をくれた。
B201044,grip,He had a firm grip on the steering wheel.,彼はハンドルをしっかり握っていた。
B201045,grip,The lecture gripped the audience.,その講演は聴衆の心をつかんだ。
B201046,gross,His gross manners offended his companions.,彼の無作法は仲間を怒らせた。
B201047,growing,There is a growing need for intergenerational communication and understanding.,世代間のコミュニケーションと理解の必要性が増しています。
B201048,grown-up,"He is, as it were, a grown-up baby.",彼はいわば成人した赤ん坊だ。
B201049,grown-up,I feel like a grown-up now that I have my own apartment.,自分のアパートを持っているので、私は成人したような気がします。
B201050,guarantee,Equality is guaranteed by the Constitution.,平等は憲法で保障されている。
B201051,guard,The palace was heavily guarded.,宮殿は物々しい警戒ぶりだった。
B201052,guerrilla,Our troops were constantly harassed by the guerrillas.,我が軍は絶えずゲリラの攻撃を受けた。
B201053,guideline,You must follow the guidelines for essay writing.,作文のガイドラインに従う必要があります。
B201054,gulp,I took a gulp of water after running.,ランニングの後、私は一口の水を飲みました。
B201055,gum,I chewed a piece of gum after lunch.,昼食後にガムを噛みました。
B201056,gunshot,The sound of a gunshot echoed through the empty street.,銃声が人気のない通りに響き渡った。
B201057,guts,I'm a person with guts and a strong will.,私にはガッツとやる気があります。
B201058,gymnastic,She is a talented gymnastic.,彼女は才能ある体操選手です。
B201059,habitant,The habitant of the small village lives a simple life.,その小さな村の住人はシンプルな生活を送っています。
B201060,hail,The crowd hailed the victorious team with cheers and applause.,群衆は勝利したチームを歓声と拍手で迎えた。
B201061,hairy,"She has long, hairy legs.",彼女は長くて毛深い足をしています。
B201062,hammer,He hammered at the window.,彼は窓をとんとんたたいた。
B201063,handicap,He overcame his physical handicap and became a successful athlete.,彼は身体の障害を克服して成功した選手になりました。
B201064,handicraft,She enjoys making handicrafts in her free time.,彼女は暇な時間に手芸を楽しんでいます。
B201065,handout,I received a handout from the charity organization.,私はチャリティ団体から施し物を受け取りました。
B201066,handrail,Hold onto the handrail while going up the stairs.,階段を上る時は手すりにつかまってください。
