id,word,example_en,example_ja
A100394,Friday,I always look forward to Friday.,金曜日を楽しみにしています。
A100395,friend,My best friend is always there for me.,親友はいつも私のそばにいてくれる。
A100396,frog,The frog jumped over the rock.,カエルが岩を越えてジャンプした。
A100397,from,I am coming from the store.,私は店から来ています。
A100398,front,The front wall of the house was decorated with a mural.,家の正面の壁には壁画が飾られていました。
A100399,fruit,I bought some fruits at the store.,お店でいくつかのフルーツを買いました。
A100400,full,The room was full of people.,部屋は人でいっぱいだった。
A100401,fun,That [[roller coaster]] was so fun!,あのジェットコースターは本当に楽しかった！
A100402,fun,Life is not all fun.,人生いいことばかりではない。
A100403,funny,He has a funny personality.,彼は面白い性格をしています。
A100404,future,The future is full of possibilities.,未来は可能性に満ちている。
A100405,game,He likes to play games.,彼はゲームをしたがるのが好きです。
A100406,garbage,The city is filled with garbage.,街はゴミでいっぱいだ。
A100407,garden,I went to the garden to pick some flowers.,私は花を摘むために庭に行きました。
A100408,get,Can you get me a glass of water?,お水を１杯取ってきてくれますか？
A100409,ghost,I saw a ghost in my bedroom last night.,昨夜私の部屋で幽霊を見た。
A100410,gift,She gave him a gift on his birthday.,彼の誕生日に彼にプレゼントをあげた。
A100411,girl,The girl was playing in the park.,少女は公園で遊んでいた。
A100412,girlfriend,John told his friends about his new girlfriend.,ジョンは友達に新しい彼女のことを話した。
A100413,give,I give my time to help others.,私は他人を助けるために自分の時間を提供します。
A100414,glad,I was glad to see him again.,彼と再び会えてうれしかった。
A100415,glass,I put the glass on the table.,テーブルの上にグラスを置きました。
A100416,glasses,My sister wears glasses to improve her vision.,私の妹は視力を改善するためにメガネをかけています。
A100417,go,I go to school every day.,私は毎日学校に行きます。
A100418,goal,My goal is to become a successful entrepreneur.,私の目標は成功した起業家になることです。
A100419,gold,The golden sunset was beautiful.,黄金色の夕日が美しかった。
A100420,good,She is a good singer.,彼女は上手な歌手です。
A100421,good afternoon,Good afternoon!,こんにちは！
A100422,good morning,Good morning!,おはようございます！
A100423,good night,Good night!,おやすみなさい！
A100424,grade,My grade was highest in the class.,クラスで一番高い点数だった。
A100425,grammar,I'm studying English grammar.,私は英語の文法を勉強しています。
A100426,grandfather,My grandfather is a kind man.,私の祖父は優しい人です。
A100427,grandma,My grandma always told me stories about her childhood.,私の祖母はいつも私に彼女の幼少時代の物語を話してくれた。
A100428,grandmother,My grandmother always tells me stories about her childhood.,私の祖母はいつも自分の子ども時代の物語を話してくれます。
A100429,grandpa,My grandpa always tells me stories about his life.,私の祖父はいつも彼の人生についての物語を話してくれます。
A100430,grandparent,My grandparent is very kind.,私の祖父母はとても親切です。
A100431,grape,I bought a bunch of grapes at the store.,私は店でブドウを一房買いました。
A100432,grass,The grass is growing in the garden.,庭に草が育っています。
A100433,gray,The sky was gray and cloudy.,空は灰色で曇っていました。
A100434,gray,The sky was a dull gray.,空はくすんだ灰色だった。
A100435,great,He is a great athlete.,彼はすごいアスリートだ。
A100436,green,The grass is green.,芝生は緑色だ。
A100437,greet,I greet my friends every morning.,私は毎朝友達に挨拶をします。
A100438,ground,The ground was wet from the rain.,雨で地面が濡れていた。
A100439,group,We formed a group to discuss the project.,プロジェクトについて話し合うためにグループを作りました。
A100440,grow,The flower grows in the garden.,花は庭で育つ。
A100441,guess,Can you guess the answer?,答えを推測できますか？
A100442,guest,The guests arrived early for the party.,パーティーには客が早く到着した。
A100443,guitar,He enjoys playing the guitar.,彼はギターを演奏するのが好きです。
A100444,guy,The guy was standing in the corner of the room.,部屋の片隅に立っていた男性だった。
A100445,habit,Exercising regularly is a good habit.,定期的な運動は良い習慣です。
A100446,had,I had a great time at the party last night.,昨夜のパーティーで楽しい時間を過ごしました。
A100447,hair,"She has long, beautiful hair.",彼女は長くて美しい髪を持っています。
A100448,haircut,I'm going to get a haircut this weekend.,今週末、私は理髪をしに行くつもりです。
A100449,half,I ate half of the cake.,私はケーキの半分を食べた。
A100450,hall,The kids ran and shouted in the hall.,子供達がホールで走り回りながら叫んでいた。
A100451,hamburger,I'm going to have a hamburger for lunch.,ランチにハンバーガーを食べるつもりなんだ。
A100452,hand,He held her hand to comfort her.,彼は彼女を慰めるために彼女の手を握った。
A100453,handsome,He is a handsome man.,彼はハンサムな男だ。
A100454,happen,It happened so quickly that we couldn't react.,あまりにも急な出来事だったので、私たちは反応できませんでした。
A100455,happy,He was so happy that he smiled all the time.,彼はとても幸せなので、いつも笑っていた。
A100456,hard,The rock is hard and cannot be broken.,その岩は硬くて割れない。
A100457,hard,She worked hard to achieve her goals.,彼女は目標を達成するために一生懸命働きました。
A100458,has,She has a cat.,彼女は猫を飼っています。
A100459,hat,I bought a new hat yesterday.,昨日新しい帽子を買いました。
A100460,have,I have finished my homework.,私は終えました/宿題を
A100461,have to,I have to go now.,今すぐ行かないといけない。
A100462,having,She enjoys having dinner with her friends.,彼女は友達と夕食を楽しんでいます。
A100463,he,He is my father.,彼は私の父です。
A100464,head,The elephant has a large head.,象は大きな頭を持っている。
A100465,headache,I have a headache.,私は頭痛がします。
A100466,health,Exercising regularly is good for your health.,運動を定期的に行うと健康に良いです。
A100467,healthy,He is a healthy person.,彼は健康な人です。
A100468,hear,I heard the sound of the bell.,私はベルの音を聞いた。
A100469,heart,I have a big heart.,私は大きな心を持っている。
A100470,heavy,The heavy box was too much for him to carry.,彼には重い箱を持ち運ぶのが難しかった。
A100471,hello,"Good morning, everyone. Let's say 'hello' to start the day.",みなさん、おはようございます。一日を始めるために「hello」と言いましょう。
A100472,help,He helped me with my homework.,彼は私の宿題を手伝ってくれた。
A100473,her,Her car is parked outside.,彼女の車は外に駐車されています。
A100474,her,I gave her a gift for her birthday.,彼女の誕生日に彼女にプレゼントをあげました。
A100475,here,Come here!,ここに来て！
A100476,hers,This book is hers.,この本は彼女の物です。
A100477,hi,"Hi, how are you?",こんにちは、お元気ですか？
A100478,hide,The cat hid under the bed.,猫はベッドの下に隠れた。
A100479,high,The mountain is high.,山が高いです。
A100480,hill,We climbed the hill and enjoyed the beautiful view.,私たちは丘を登って美しい景色を楽しんだ。
A100481,him,He loves him very much.,彼は彼をとても愛している。
A100482,his,His car is red.,彼の車は赤い。
A100483,his,This is his book.,これは彼の本です。
A100484,history,I'm studying the history of the United States.,アメリカの歴史を勉強しています。
A100485,hobby,My hobby is playing the guitar.,私の趣味はギターを弾くことです。
A100486,hold,Keep a tight hold on your tickets.,チケットはしっかり持っておくこと。
A100487,hole,The rabbit jumped into the hole.,ウサギが穴に飛び込んだ。
A100488,holiday,I'm going on a holiday next month.,来月休暇を取るつもりです。
A100489,home,I love coming home after a long day at work.,仕事の長い一日の後に家に帰るのが大好きです。
A100490,hometown,"I'm from Osaka, which is my hometown.",私は大阪出身で、そこが私の故郷です。
A100491,homework,I'll finish my homework and go to bed.,宿題を終わらせて寝よう。
A100492,hope,They figured there was no hope.,彼らは望みがないと判断した。
A100493,horse,The horse ran around the track quickly.,馬はトラックを素早く走り回った。
A100494,hospital,I went to the hospital to get a check-up.,私は検査を受けるために病院へ行った。
A100495,hot,The coffee is too hot to drink.,コーヒーは飲むには熱すぎます。
A100496,hotel,I'm staying at a hotel.,私はホテルに泊まっています。
A100497,hour,I have only one hour to finish this assignment.,この課題を終わらせるのに1時間しかありません。
A100498,house,My house is very big.,私の家はとても大きいです。
A100499,how,How do you like your coffee?,コーヒーはどんな味にしますか？
A100500,hungry,The hungry cat was meowing loudly.,腹ペコな猫が大きな声で鳴いていた。
A100501,hurry,I am [[in a hurry]] to catch the train.,電車に間に合うために急いでいます。
A100502,hurt,He hurt himself when he fell.,彼は転んだときに怪我をした。
A100503,husband,My husband loves to cook.,私の夫は料理が大好きです。
A100504,I,I am going to the park.,私は公園に行くつもりです。
A100505,ice,I like to eat ice cream on a hot day.,暑い日にアイスクリームを食べるのが好きです。
A100506,ice cream,I like to have ice cream after dinner.,私は夕食後にアイスクリームを食べるのが好きです。
A100507,idea,I have an idea.,私にはアイデアがある。
A100508,ideal,This is an ideal job for me.,これは私にとって理想の仕事です。
A100509,if,"If you go to the store, don't forget to buy milk.",もしお店に行くのなら、牛乳を買うのを忘れないでね。
A100510,imagine,I imagined a world where everyone was happy.,私は全員が幸せな世界を想像した。
A100511,important,This decision is an important one.,この決定は重要なものです。
A100512,in,I left my keys in the car.,私は車の中に鍵を置き忘れました。
A100513,information,The internet provides us with a wealth of information.,インターネットは我々に多くの情報を提供してくれています。
A100514,inside,The cat is sleeping inside the box.,猫は箱の中で寝ています。
A100515,interested,I'm very interested in learning about this topic.,私はこのトピックの習得にとても関心があります。
A100516,interesting,The interesting story made me laugh out loud.,面白い物語で私は大笑いした。
A100517,internet,I use the internet every day to stay connected with friends and family.,毎日インターネットを使って友達や家族とつながっています。
A100518,interview,I had an interview with a famous actor yesterday.,昨日、有名な俳優にインタビューをしました。
A100519,interviewer,The interviewer asked me many questions.,インタビュアーは私に多くの質問をした。
A100520,into,He jumped into the pool.,彼はプールに飛び込んだ。
A100521,introduce,I will introduce you to my friends.,私は友達にあなたを紹介します。
A100522,is,She is a doctor.,彼女は医者です。
A100523,island,The island was full of palm trees.,島はヤシの木で一杯だった。
A100524,it,It is already mentioned.,それはすでに言及されています。
A100525,item,The store has a wide variety of items.,店には多種多様な商品があります。
A100526,its,Its color is beautiful.,その色は美しいです。
A100527,its,I found a lost dog and returned it to its owner.,迷子の犬を見つけ、飼い主に返しました。
A100528,jacket,I bought a new jacket at the store.,私は店で新しいジャケットを買った。
A100529,January,I'm looking forward to the warm days of January.,1月の暖かい日を楽しみにしています。
A100530,jeans,I bought a new pair of jeans yesterday.,昨日新しいジーンズを買った。
A100531,jet,The jet took off in a hurry.,ジェット機は急いで離陸した。
A100532,jewelry,She wore a beautiful piece of jewelry to the party.,彼女はパーティーに美しい宝石を身に着けていました。
A100533,job,I'm looking for a job.,私は仕事を探しています。
A100534,join,Let's join the party tonight.,今夜のパーティーに参加しましょう。
A100535,judge,The court judged the case.,法廷はその訴訟に判決を下した。
A100536,juice,I love to drink a glass of freshly squeezed juice.,私は新鮮なジュースを一杯飲むのが大好きです。
A100537,July,This July marks the fifth anniversary of our company.,今年の7月で当社が5周年を迎える。
A100538,jump,She can jump really high.,彼女は本当に高く跳べる。
A100539,June,The summer heat will start in June.,夏の暑さは６月から始まる。
A100540,just,He just arrived at the airport.,彼は今、空港に到着した。
A100541,keep,I will keep my promise.,私は約束を守ります。
A100542,key,The key element for success is determination.,成功の鍵となる要素は決意です。
A100543,key,I can't find the key to my car.,私は車の鍵が見つからない。
A100544,kick,I gave the soccer ball a hard kick.,私はサッカーボールを強く蹴った。
A100545,kick,He kicked the ball into the goal.,彼はボールをゴールにけった。
A100546,kid,The kids are playing in the park.,子供たちは公園で遊んでいます。
A100547,kill,The hunter killed the deer.,猟師は鹿を殺した。
A100548,kind,She is a kind person.,彼女は親切な人です。
A100549,king,The King was crowned in the Church.,国王は教会で戴冠式を行った。
A100550,kiss,He gave her a kiss on the cheek.,彼は彼女の頬にキスをした。
A100551,kitchen,She is cooking in the kitchen.,彼女はキッチンで調理している。
A100552,kite,The children flew kites in the park.,子供たちは公園で凧を揚げた。
A100553,knee,I twisted my knee while I was playing soccer.,サッカーをしているときに膝をひねってしまった。
A100554,knife,I used a knife to cut the vegetables.,私は野菜を切るのにナイフを使った。
A100555,know,I know the answer.,私は答えを知っています。
A100556,lady,The lady in the dress is beautiful.,ドレスを着たお嬢さんは美しい。
A100557,language,English is my favorite language.,私の好きな言語は英語です。
A100558,large,The house has a large garden.,家には大きな庭があります。
A100559,last name,What's your last name?,あなたの苗字は何ですか？
A100560,late,He arrived late for the meeting.,彼は会議に遅れて到着しました。
A100561,late,I arrived late to the meeting.,私は会議に遅れて到着しました。
A100562,later,I'll do it later.,後で行うつもりです。
A100563,laugh,She laughed at the joke.,彼女はそのジョークに笑った。
A100564,lazy,He is very lazy.,彼はとても怠惰だ。
A100565,leader,The leader of the team was very inspiring.,チームのリーダーは非常に刺激的でした。
A100566,leaf,The leaf of the tree was very large.,木の葉はとても大きかった。
A100567,learn,I'm learning English.,私は英語を学んでいます。
A100568,leave,He left the office at 5 o'clock.,彼は5時にオフィスを出た。
A100569,left,The left shoe was too small for her.,彼女のための左の靴は小さすぎた。
A100570,leg,He broke his leg in the accident.,彼は事故で足を折った。
A100571,lesson,I learned a lot in the lesson.,レッスンでたくさん学びました。
A100572,let,Let's have a party tonight.,今夜パーティーを開こう！
A100573,letter,I received a letter from her yesterday.,昨日彼女からの手紙を受け取った。
A100574,library,I went to the library to borrow some books.,私は本を借りるために図書館に行った。
A100575,life,Life is full of surprises.,人生は意外なことがいっぱいあります。
A100576,light,The feather is light.,その羽は軽いです。
A100577,light,The light from the sun is warm and comforting.,太陽の光は暖かくて心地よいです。
A100578,like,She looks like her mother.,彼女は母親に似ている。
A100579,like,I like to eat pizza.,私はピザを好む。
A100580,lily,The lily was blooming in the garden.,庭にはユリが咲いていた。
A100581,line,The line for the concert tickets was incredibly long.,コンサートのチケットの列は信じられないほど長かった。
A100582,lion,The lion roared loudly.,ライオンが大きな声で吠えた。
A100583,list,I made a list of things I need to do today.,今日やるべきことのリストを作った。
A100584,listen,I always listen to my parents' advice.,私はいつも両親の助言に耳を傾けている。
A100585,little,The little girl was afraid of the dark.,その小さな女の子は暗闇が怖かった。
A100586,little,She spoke a little too fast for me to catch everything.,彼女は少し速く話したので、私はすべてを聞き取ることができませんでした。
A100587,live,I live in a small town.,私は小さな町に住んでいます。
A100588,living,No living things could live without oxygen.,生物は酸素なしでは生きられない。
A100589,living room,We spent the evening in the living room.,私たちは夜をリビングルームで過ごした。
A100590,lonely,He was feeling lonely.,彼は孤独を感じていた。
A100591,long,She has long hair.,彼女は髪が長いです。
A100592,look,Take a look at that gorgeous sunset.,あの美しい夕日を見て。
A100593,look,Look at the beautiful sunset!,美しい夕日を見てごらん！
A100594,lot,She talks a lot.,彼女はよく話します。
A100595,lot,A lot of people are coming to the party tonight.,今夜、たくさんの人々がパーティーに来ます。
A100596,love,I fell in love with my best friend.,私は親友に恋をした。
A100597,love,I love playing tennis.,私はテニスをするのが大好きです。
A100598,lovely,She was wearing a lovely dress.,彼女は素敵なドレスを着ていた。
A100599,luck,I need luck to pass the exam.,試験に合格するために運が必要だ。
A100600,lucky,He was lucky to be alive.,彼は生きていて幸運だった。
A100601,lunch,Let's go out for lunch.,お昼に外で食べに行こう！
A100602,'m,I'm going to the store.,私は店に行くつもりです。
A100603,machine,The company produces machines for industrial use.,会社は産業用の機械を製造しています。
A100604,magazine,I bought an interesting magazine in the bookstore.,私は書店で面白い雑誌を買った。
A100605,mail,I received an email from my friend.,友達からメールを受け取りました。
A100606,make,I'm making a cake.,私はケーキを作っています。
A100607,man,The old man walked slowly down the street.,老人はゆっくりと通りを歩いていった。
A100608,many,Many people enjoy going to the beach during the summer.,多くの人々が夏にビーチに行くことを楽しんでいます。
A100609,many,Many people believe in the power of positive thinking.,多くの人々がポジティブ思考の力を信じています。
A100610,map,I need a map to find my way around this city.,この街を歩き回るには地図が必要です。
A100611,March,March is the third month of the year.,3月は1年のうちで3番目の月です。
A100612,match,The soccer match was intense.,サッカーの試合は激しかった。
A100613,math,I love math and enjoy solving numerical problems.,私は数学が大好きで、数値の問題を解くのが楽しいです。
A100614,matter,The matter is still under investigation.,この件はまだ調査中です。
A100615,may,She may come to the party tonight.,彼女は今夜のパーティーに来るかもしれません。
A100616,May,May is the fifth month of the year.,５月は年の第５ヶ月です。
A100617,maybe,I'll consider it maybe.,それは検討してみるかもしれません。
A100618,me,Can you help me?,私を助けてくれますか？
A100619,meal,I'll have dinner at the restaurant for the meal.,食事はレストランで食べます。
A100620,mean,What do you mean?,何を意味していますか？
A100621,meat,I like to eat meat.,私は肉を食べるのが好きです。
A100622,medicine,I take medicine every day.,毎日、薬を飲みます。
A100623,meet,I will meet you at the station.,駅であなたに会いに行きます。
A100624,meeting,I attended the meeting yesterday.,昨日のミーティングに出席しました。
A100625,memory,I have a good memory.,私は記憶力がいいです。
A100626,merry,The family gathered around the Christmas tree with a merry spirit.,家族は喜びに満ちた気持ちでクリスマスツリーの周りに集まった。
A100627,message,I received an important message from my boss.,私は上司から重要なメッセージを受け取りました。
A100628,middle,She stood in the middle of the room.,彼女は部屋のまん中に立っていた。
A100629,milk,I drink a glass of milk every day.,毎日牛乳を１杯飲んでいます。
A100630,mind,He has a sharp mind.,彼は鋭い知性を持っている。
A100631,mine,This book is mine.,この本は私のものです。
A100632,minute,,
A100633,Miss,She is a miss.,彼女は未婚婦人です。
A100634,miss,I miss my family so much.,私は家族がとても恋しいです。
A100635,mobile,I forgot my mobile at home.,私は家に携帯を忘れてしまった。
A100636,mobile phone,I bought a new [[mobile phone]] yesterday.,昨日新しい携帯電話を買った。
A100637,mom,My mom is always full of energy.,私の母親はいつも元気いっぱいです。
A100638,moment,I'm having a moment of clarity.,一瞬、物事がはっきりしてきました。
A100639,mommy,My mommy is the best.,私のおかあちゃんは最高です。
A100640,Monday,Today is Monday.,今日は月曜日です。
A100641,money,I saved a lot of money this month.,今月はたくさんお金を節約した。
A100642,monkey,The monkey climbed up the tree.,猿が木に登っていった。
A100643,month,I will go back home next month.,来月に家に帰ります。
A100644,moon,The moon is shining brightly.,月が明るく輝いている。
A100645,more,,
A100646,more,He has more than me.,彼は私よりも多くを持っている。
A100647,morning,The morning sun was so beautiful.,朝日が美しかった。
A100648,most,Most of the people were happy.,ほとんどの人々は幸せでした。
A100649,mother,My mother is a kind and loving person.,私の母は親切で愛情深い人です。
A100650,mountain,We climbed the mountain.,僕たちは山を登りました。
A100651,mouse,The mouse ran from the cat.,ネズミは猫から逃げた。
A100652,mouth,She opened her mouth to speak.,彼女は口を開けて話し始めた。
A100653,move,The move to the new city was quite challenging for me.,新しい都市への移動は私にとってかなりの挑戦でした。
A100654,movie,I saw a movie last night.,昨晩、私は映画を見ました。
A100655,Mr,Mr. Smith is my neighbor.,スミスさんは私の隣人です。
A100656,Mrs,Mrs. Smith is my neighbor.,スミスさんは私の隣人です。
A100657,much,She is much taller than her sister.,彼女は妹よりずっと背が高い。
A100658,much,She didn't eat much dinner.,彼女は晩ご飯をあまり食べませんでした。
A100659,much,Much of the food was left uneaten.,食べ物の多くが残されました。
A100660,mum,My mum is the best.,私のお母さんは最高です。
A100661,music,I love listening to music.,私は音楽を聴くのが大好きです。
A100662,musician,The musician played a beautiful melody on the piano.,ピアニストは美しい旋律を弾いた。
A100663,must,You must finish your homework before you can go out to play.,遊びに行く前に宿題を終わらせなければなりません。
A100664,my,This is my car.,これは私の車です。
A100665,name,The name of the game is soccer.,ゲームの名前はサッカーです。
A100666,nationality,My nationality is Japanese.,私の国籍は日本人です。
A100667,near,The grocery store is near my house.,スーパーマーケットは私の家の近くにあります。
A100668,neck,She put a necklace around her neck.,彼女は自分の首にネックレスをつけた。
A100669,need,It needs to be repaired.,それは修理しなくちゃだめだよ。
A100670,neighbor,My neighbor is a friendly person.,私の隣人は親切な人です。
A100671,never,I will never forget this day.,この日は決して忘れない。
A100672,new,This is a new phone.,これは新しい携帯電話です。
A100673,news,I read the news every day.,毎日ニュースを読んでいます。
A100674,newspaper,I read the newspaper every day.,毎日新聞を読んでいます。
A100675,nice,She has a nice personality.,彼女は優しい性格を持っている。
A100676,night,I love the quietness of the night.,夜の静けさを愛している。
A100677,nine,I have nine apples.,私はりんごを9個持っています。
A100678,nineteen,I have nineteen books on my shelf.,私の本棚には19冊の本があります。
A100679,ninety,Ninety is the number that comes after eighty-nine.,90は89の後に来る数です。
A100680,no,"No, I don't want to go to the party tonight.",いや、今夜のパーティーには行きたくない。
A100681,no,There is no way I can finish this task on time.,私にはこの仕事を時間内に終わらせる方法は一つもありません。
A100682,noise,The noise from the construction was unbearable.,施工からのノイズは耐えられなかった。
A100683,nose,He has a big nose.,彼は大きな鼻を持っている。
A100684,not,I do not want to go to the party.,私はパーティーに行きたくない。
A100685,note,I wrote a note to myself so I won't forget.,私は自分自身にメモを書いて忘れないようにしました。
A100686,note,Please note down the important information.,重要な情報をメモしてください。
A100687,notebook,I always carry my notebook with me.,私はいつも私のノートを持ち歩いています。
A100688,nothing,There's nothing I can do.,私にできることは何もない。
A100689,November,November is the eleventh month of the year.,11月は1年の11番目の月である。
A100690,now,I will finish this work now.,今この仕事を終えます。
A100691,number,I have a large number of books in my collection.,私のコレクションにはたくさんの本があります。
A100692,nurse,The nurse took care of the patient.,ナースは患者の世話をした。
A100693,o'clock,I will meet you at o'clock,あなたと０時に会いましょう
A100694,October,It's October now.,今は10月です。
A100695,of,He gave me a book of [[fairy tales|fairy tale]].,彼は私に童話の本をくれた。
A100696,off,The negotiation is off.,交渉は中止になった。
A100697,office,I went to the office to pick up some documents.,オフィスに文書を取りに行った。
A100698,officer,The police officer arrested the suspect.,警察官は容疑者を逮捕した。
A100699,often,He often visits Tokyo.,彼はよく東京を訪れる。
A100700,OK,This decision is OK with me.,この決定は私にとってよろしいです。
A100701,okay,"Okay, let's try to solve this problem together.",よし、一緒にこの問題を解決しよう。
A100702,old,This is an old book.,これは古い本です。
A100703,Olympics,I am [[looking forward to|look forward to]] the Olympics.,オリンピックを楽しみにしています。
A100704,on,The book is on the table.,本はテーブルの上にあります。
A100705,once,"Once I got on the train, I felt relieved.",電車に乗ったら、安心しました。
A100706,one,The restaurant only had one table available.,レストランには1つのテーブルしか空いていませんでした。
A100707,one,I have only one apple.,私はりんごを1つだけ持っています。
A100708,only,She is the only child in the family.,彼女は家族の中で唯一の子供です。
A100709,only,I can only stay for an hour.,私は1時間しか滞在できません。
A100710,open,The door was left open and the cat got out.,ドアが開けっ放しで猫が出てしまった。
A100711,open,I open the door.,私はドアを開けます。
A100712,opera,I saw an opera last night.,昨晩オペラを見た。
A100713,or,I'll go to the store or to the library.,お店か図書館かどちらかに行くつもりです。
A100714,orange,The orange sun sank slowly below the horizon.,オレンジ色の夕日がゆっくりと地平線の下に沈んでいった。
A100715,orange,I ate an orange for breakfast.,朝食にオレンジを食べました。
A100716,order,I placed an order for a new pair of shoes.,
A100000,,,
A100000," I'd like to make an order. すみません、注文してもいいですか？""",私は新しい靴のオーダーをしました。,
A100717,other,The other students all got higher scores than me.,他の学生は皆私よりも高い点数を取った。
A100718,our,This is our house.,こちらは私たちの家です。
A100719,ours,The picnic basket is ours.,ピクニックのかごは私たちのものです。
A100720,out,She stepped out of the car.,彼女は車から外に出た。
A100721,outside,It is raining outside.,外は雨が降っています。
A100722,over,The bird flew over the house.,鳥は家の上を飛んだ。
A100723,own,He has an own car.,彼は自分の車を持っている。
A100724,owner,The owner of the house is my father.,家の所有者は私の父です。
A100725,P.M.,I have a P.M. meeting today.,今日は午後の会議があります。
A100726,page,I printed out the page I needed.,私は必要なページを印刷した。
A100727,paint,I bought some new paint for the living room.,私はリビングルーム用に新しいペンキを買いました。
A100728,paint,She loves to paint beautiful landscapes.,彼女は美しい風景を描くことが大好きです。
A100729,painting,I bought a painting at the art museum.,美術館で絵画を購入しました。
A100730,pair,He bought a new pair of shoes.,彼は新しい靴を一足買った。
A100731,palace,The queen lives in a luxurious palace.,女王は豪華な宮殿に住んでいる。
A100732,pants,I'm wearing a pair of black pants.,私は黒のズボンをはいています。
A100733,paper,I need some paper to write on.,私は書くのに紙が必要です。
A100734,paragraph,The essay was composed of several paragraphs.,エッセイはいくつかの段落で構成されていた。
A100735,pardon,I asked him for his pardon.,彼に許しを求めた。
A100736,parent,My parents are very supportive of me.,私の両親は私をとても支えてくれています。
A100737,park,Let's go to the park.,公園に行こう。
A100738,partner,My partner and I have been married for four years.,私とパートナーは4年間結婚しています。
A100739,party,We had a great party last night.,昨晩はとても楽しいパーティーを開いた。
A100740,past,"They walked past, ignoring me.",彼らは無視して歩いて通り過ぎた。
A100741,past,I walked past the park.,私は公園を通り越して歩きました。
A100742,pay,I received my pay today.,今日、私は給料を受け取った。
A100743,pay,I need to pay my bills by the end of the month.,月末までに請求書を支払わなければなりません。
A100744,peace,We hope for peace.,私たちは平和を願っています。
A100745,pen,I bought a new pen.,新しいペンを買った。
A100746,pencil,I wrote my homework with a pencil,私は鉛筆で宿題を書いた
A100747,people,People are gathering in the park.,公園に人々が集まっている。
A100748,period,The period of the dinosaurs lasted [[up to]] 65 million years.,"恐竜の時代は6,500万年まで続いたと言われています。"
A100749,person,The person is a kind person.,その人は親切な人です。
A100750,personal,She gave me a personal gift.,彼女は私に個人的な贈り物をくれました。
A100751,pet,My pet is a small dog.,私のペットは小さな犬です。
A100752,phone,I left my phone at home,私は家に携帯を忘れてきた
A100753,phone,I'll phone you later,後であなたに電話します
A100754,photo,She took a photo of the sunset.,彼女は夕焼けの写真を撮りました。
A100755,piano,I'm playing the piano.,私はピアノを弾いています。
A100756,pick,He picked up the pen from the desk.,彼は机からペンを拾い上げた。
A100757,picnic,We had a picnic in the park.,公園でピクニックをした。
A100758,picture,I have a picture of my family.,私は家族の写真を持っています。
A100759,piece,I found a piece of cloth on the floor.,床に一枚の布切れを見つけました。
A100760,pig,The pig squealed when it was touched.,豚は触られると鳴いた。
A100761,pink,The sky is so pink tonight.,今夜の空はとてもピンク色です。
A100762,pizza,I love to eat pizza,私はピザを食べるのが大好きです
A100763,place,That is a good place to live.,そこは住むのによい場所だ。
A100764,plan,I made a plan for the future.,将来のための計画を立てました。
A100765,plane,I took a plane to Hawaii.,私はハワイへ飛行機で行きました。
A100766,play,I love to watch a play at the theater.,私は劇場で芝居を見るのが好きです。
A100767,play,I love to play soccer with my friends.,私は友達とサッカーをするのが大好きです。
A100768,player,The football team has an excellent player.,サッカーチームには優秀な選手がいます。
A100769,pleasure,Finding pleasure in the little things is the key to happiness.,小さなことに喜びを見つけることが幸福の鍵です。
A100770,pocket,I put the keys in my pocket.,私はキーをポケットに入れた。
A100771,poem,She wrote a beautiful poem about love.,彼女は愛についての美しい詩を書いた。
A100772,point,How many points did you get?,何点ゲットしましたか？
A100773,pollution,The city has a serious problem with pollution.,都市は汚染の問題が深刻です。
A100774,pool,I love swimming in the pool during the summer.,夏にプールで泳ぐのが大好きです。
A100775,poor,The poor man can barely afford his rent.,その貧しい男は家賃を払うのがやっとだ。
A100776,pop,"His music collection includes [[not only rock and jazz, but also|not only]] [[a lot of]] pop.",彼の音楽コレクションには、ロックやジャズだけでなく、多くのポップスも含まれています。
A100777,post,I need to send a post today.,今日、郵便を出さなければなりません。
A100778,poster,I have a poster of my favorite band in my room.,部屋に自分の好きなバンドのポスターを持っている。
A100779,potato,I made mashed potatoes for dinner.,夕食にマッシュポテトを作りました。
A100780,practice,I need to do more practice to improve my skills.,私はスキルを向上させるためにもっと練習をしなければなりません。
A100781,practice,I practice playing the piano every day.,私は毎日ピアノを演奏する練習をします。
A100782,pray,I pray for world peace.,世界の平和を祈っています。
A100783,present,I received a beautiful present for my birthday.,私は誕生日に素敵な贈り物をもらいました。
A100784,pretty,The girl had a pretty dress on.,彼女はきれいなドレスを着ていた。
A100785,price,The price of the product is reasonable.,その商品の価格は手頃なものです。
A100786,prince,The prince saved the princess from the dragon.,王子がドラゴンから姫を救った。
A100787,princess,The princess was wearing a beautiful dress.,姫は美しいドレスをきていた。
A100788,problem,We have to solve this problem.,この問題を解決しなければなりません。
A100789,program,I attended a program at the local community center.,私は地元のコミュニティセンターで催し物に参加しました。
A100790,purple,She wore a purple dress to the party.,彼女はパーティーに紫のドレスを着ていた。
A100791,push,I push the door open.,私はドアを押して開ける。
A100792,put,I put the book on the table.,私は本をテーブルの上に置きました。
A100793,quarter,I will meet you in a quarter.,私はあなたと15分後に会います。
A100794,question,What is the question?,どんな質問なのですか？
A100795,quickly,He quickly finished his homework.,彼は素早く宿題を終えました。
A100796,quiet,The park was peaceful and quiet.,公園は静かで平和な雰囲気がありました。
