id,word,example_en,example_ja
A200341,depend,I depend on my parents for financial support.,私は経済的な支援を親に頼っています。
A200342,description,Can you give me a description of the painting?,絵の説明を教えていただけますか？
A200343,desert,I visited the desert during my vacation.,私は休暇中に砂漠を訪れました。
A200344,dessert,I love to indulge in a delicious dessert after a meal.,食事の後に美味しいデザートを堪能するのが大好きです。
A200345,destroy,The earthquake destroyed many buildings.,地震が多くの建物を破壊しました。
A200346,detail,Can you provide more detail about the project?,プロジェクトの詳細を提供していただけますか？
A200347,develop,The new technology will help develop innovative solutions.,新しい技術は革新的な解決策を生み出すのに役立つでしょう。
A200348,developed,LDC stands for less developed country.,LDCは発展途上国を意味します。
A200349,diamond,The diamond's brilliancy was breathtaking.,ダイヤモンドの輝きは息をのむほどだった。
A200350,diary,I write in my diary every night.,私は毎晩日記を書きます。
A200351,die,He will die if he doesn't receive medical treatment.,彼は医療処置を受けなければ死ぬだろう。
A200352,diet,I am on a strict diet to lose weight.,私は体重を減らすために厳しいダイエットをしています。
A200353,differently,She approached the problem differently than her colleagues.,彼女は同僚とは違う方法で問題に取り組んだ。
A200354,difficulty,I had difficulty understanding the instructions.,説明を理解するのが難しかったです。
A200355,digital camera,I bought a new digital camera yesterday.,私は昨日新しいデジタルカメラを買いました。
A200356,dinosaur,The dinosaur roared loudly as it stomped through the jungle.,ジャングルを踏みしめながら、恐竜は大きな声でほえました。
A200357,direct,Is it a direct flight?,それは直行便ですか。
A200358,direction,Can you give me directions to the nearest train station?,最寄りの駅への道順を教えていただけますか？
A200359,director,The director of the company is responsible for making important decisions.,会社の社長は重要な決定をする責任があります。
A200360,disadvantage,One disadvantage of living in a big city is the high cost of living.,大都市に住むことの一つの不利な点は高い生活費です。
A200361,disagree,I disagree with your opinion.,私はあなたの意見に一致しません。
A200362,disappear,The magician made the rabbit disappear.,マジシャンはウサギを消した。
A200363,disappointed,I was disappointed with the outcome of the game.,私は試合の結果にがっかりしました。
A200364,disappointing,The movie was disappointing.,その映画は失望させるようなものだった。
A200365,disco,I love going to the disco on weekends.,週末にディスコに行くのが大好きです。
A200366,discover,I discover a hidden treasure in the attic.,私は屋根裏部屋で隠された宝物を発見する。
A200367,discussion,The discussion about the new project lasted for hours.,新しいプロジェクトについての議論は数時間続きました。
A200368,dishonest,He is known for being dishonest.,彼は不正直であることで知られている。
A200369,dislike,She has a dislike for snakes and mathematics.,彼女はヘビと数学は嫌いだ。
A200370,display,The museum had an impressive display of ancient artifacts.,その博物館には、古代の遺物の素晴らしい展示があった。
A200371,disturb,The loud noise from the construction site disturbed my concentration.,建設現場からの大きな音が私の集中力をかき乱しました。
A200372,divide,Please divide the cake into equal parts.,ケーキを均等な部分に分けてください。
A200373,dizzy,I felt dizzy after spinning around in circles.,私はぐるぐる回った後、めまいがした。
A200374,done,I have done my homework.,宿題を終えました。
A200375,double,He paid double fare.,彼は二倍の運賃を払った。
A200376,doubt,I have a doubt about the answer.,私は答えについて疑問を抱いています。
A200377,down,Tears ran down her face.,彼女の顔を涙が伝いました。
A200378,download,You can download the file from the website.,ウェブサイトからファイルをダウンロードすることができます。
A200379,downstairs,He came downstairs.,彼は階下におりてきた。
A200380,downtown,I love exploring downtown areas.,私は都市の中心地を探検するのが好きです。
A200381,draw,The match ended in a draw.,試合は引き分けに終わった。
A200382,drawer,I found a key in the drawer.,私は引き出しの中で鍵を見つけました。
A200383,drawing,I enjoy drawing in my free time.,暇な時間に絵を描くのが楽しいです。
A200384,dream,She dreamed a strange dream.,彼女は奇妙な夢を見た。
A200385,dress,The guests were dressed in full-dress for the wedding.,結婚式にはゲストたちが正装で着飾っていました。
A200386,dressed,The guests were dressed in full-dress for the wedding.,結婚式にはゲストたちが正装で着飾っていました。
A200387,drill,I need to buy a new drill for my home improvement project.,私は家の改修プロジェクトのために新しいドリルを買う必要があります。
A200388,drive,I love going for a drive in the countryside.,私は田舎でドライブするのが大好きです。
A200389,driver's license,I need to renew my driver's license.,私は運転免許証を更新する必要があります。
A200390,drop,I accidentally let the drop of water fall on the document.,私はうっかり文書の上に水滴を落としてしまいました。
A200391,drug,He takes a drug to manage his chronic pain.,彼は慢性の痛みを管理するために薬を服用しています。
A200392,drugstore,I need to go to the drugstore to buy some medicine.,薬を買うためにドラッグストアに行かなければなりません。
A200393,dry,The towels were all dried up after a day in the sun.,タオルは日差しの中で一日を過ごした後、すっかり乾いていた。
A200394,duck,I saw a duck swimming in the pond.,私は池で泳いでいるアヒルを見ました。
A200395,during,I studied hard during the summer vacation.,夏休みの間ずっと一生懸命勉強しました。
A200396,dust,I need to clean the dust off the shelves.,棚の上のちりを掃除しなければならない。
A200397,early,You are early.,早かったね。
A200398,earn,She works hard to earn a living.,彼女は生計を立てるために一生懸命働いています。
A200399,earring,She wore a beautiful earring to the party.,彼女はパーティーに美しいイヤリングをつけていました。
A200400,earth,The earth is the third planet from the sun.,地球は太陽から3番目の惑星です。
A200401,earthquake,The earthquake shook the entire city.,地震が街全体を揺らした。
A200402,easily,She easily solved the math problem.,彼女は簡単に数学の問題を解決した。
A200403,east,I live in the east side of the city.,私は市の東側に住んでいます。
A200404,east,The wind is blowing east.,風は東に吹いています。
A200405,east,Nagoya is to the east of Kyoto.,名古屋は京都の東の方にある。
A200406,editor,The editor made several changes to the manuscript before it was published.,出版される前に、編集者は原稿にいくつかの変更を加えました。
A200407,education,Education is the key to success.,教育は成功の鍵です。
A200408,educational,Educational institutions play a crucial role in shaping the future of our society.,教育機関は、社会の未来を形作る上で重要な役割を果たしています。
A200409,effect,The medication had a positive effect on her health.,その薬は彼女の健康に良い結果をもたらしました。
A200410,effort,She put a lot of effort into her studies.,彼女は勉強に多くの努力を注いだ。
A200411,either,Is the cake either sweet or sour?,ケーキは甘いですか、それとも酸っぱいですか？
A200412,elderly,The elderly couple enjoys taking walks in the park every morning.,年配の夫婦は毎朝公園で散歩を楽しんでいます。
A200413,electric,I need to charge my electric car.,私は電気自動車を充電する必要があります。
A200414,elephant,The elephant is the largest land animal.,ゾウは最大の陸上動物です。
A200415,elevator,The elevator is out of order.,エレベーターが故障しています。
A200416,elsewhere,I want to go elsewhere for my vacation.,私は休暇にどこか他の場所に行きたいです。
A200417,e-mail,I need to e-mail my boss about the project.,私はプロジェクトについて上司に電子メールを送る必要がある。
A200418,embarrassing,It was embarrassing when I tripped and fell in front of everyone.,みんなの前でつまずいて転んだ時は恥ずかしかったです。
A200419,emergency,"In case of an emergency, please dial 911.",緊急の場合は911におかけください。
A200420,empty,I received a gift from him.,彼からプレゼントをもらいました。
A200421,encourage,I encourage you to pursue your dreams.,私はあなたに夢を追求するように勧めます。
A200422,end,The game ended in fulltime.,試合は時間切れで終了しました。
A200423,endangered,The conservation efforts are crucial to protect endangered species.,絶滅の危機に瀕した種を保護するために保全活動は重要です。
A200424,ending,The movie has a surprising ending.,その映画は驚きの終りを迎える。
A200425,energetic,She is always full of energy and enthusiasm.,彼女はいつもエネルギーと熱意に満ちています。
A200426,enormous,The elephant is enormous.,その象は巨大です。
A200427,enough,Is it large enough?,その大きさで十分ですか。
A200428,enough,There is enough light to read by.,読書には十分な明るさがある。
A200429,enough,I have enough of this job.,私はこの仕事にうんざりしています。
A200430,enter,I enter the room.,私は部屋に入る。
A200431,entertainment,I enjoy going to the theater for entertainment.,私は娯楽のために劇場に行くのが好きです。
A200432,entrance,"I stood at the entrance of the building, waiting for my friends.",私は友達を待っている間、建物の入り口に立っていました。
A200433,envelope,I put the letter in the envelope.,私は手紙を封筒に入れました。
A200434,envy,She couldn't help but feel envy towards her successful friend.,彼女は成功した友人に対してねたみを感じずにはいられなかった。
A200435,episode,The camping trip was definitely an episode to remember.,キャンプ旅行は間違いなく忘れられないエピソードとなった。
A200436,error,There was an error in the code.,コードに誤りがありました。
A200437,escalator,I took the escalator to the second floor.,私はエスカレーターで2階に行きました。
A200438,escape,"The boy attempted an escape, but failed.",少年は逃げようとしたが失敗した。
A200439,especially,"I love all kinds of music, especially classical music.",私はあらゆる種類の音楽が大好きですが、特にクラシック音楽が好きです。
A200440,essay,I need to write an essay on the topic of climate change.,私は気候変動のトピックについての小論を書かなければなりません。
A200441,establish,They establish a new company.,彼らは新しい会社を設立する。
A200442,euro,The euro is the official currency of the European Union.,ユーロは欧州連合の公式通貨です。
A200443,even,I can't believe he [[didn't even|not even]] apologize.,彼が謝罪さえしなかったことが信じられない。
A200444,ever,Have you ever been to Japan?,日本に行ったことがありますか？
A200445,evidence,There is no evidence to support his claim.,彼の主張を裏付ける証拠はありません。
A200446,exactly,He followed the instructions exactly.,彼は指示を正確に従った。
A200447,exam,I have an exam tomorrow.,明日、試験があります。
A200448,except,I didn't tell him anything except that I needed the money.,私はお金が必要だということ以外は彼に何も言いませんでした。
A200449,except,Nobody was hungry except me.,私だけが空腹だった。
A200450,exchange,It is a system of direct exchange of goods.,それは物資を直接交換する制度である。
A200451,exercise,Walking is a good exercise.,歩くことはよい運動です。
A200452,exhibition,I visited an art exhibition last weekend.,先週末、私は美術展に行きました。
A200453,exist,Many different species of animals exist in the world.,世界には多くの異なる種類の動物が存在しています。
A200454,expect,I expect to receive the package tomorrow.,明日、荷物を受け取ることを期待しています。
A200455,experience,The team is lacking in experience.,チームは経験が不足しています。
A200456,expert,He is an expert in his field.,彼はその分野のエキスパートだ。
A200457,explain,Can you explain how to solve this math problem?,この数学の問題を解く方法を説明してもらえますか？
A200458,explanation,Can you give me an explanation for your behavior?,あなたの行動の説明をしてもらえますか？
A200459,explore,I love to explore new places and discover hidden gems.,私は新しい場所を探検し、隠れた名所を発見するのが大好きだ。
A200460,express,Is this an express?,これは急行ですか。
A200461,expression,He has a very expressive face.,彼はとても表情豊かな顔をしています。
A200462,extra,Will there be an extra charge for that?,それには追加料金がかかりますか。
A200463,extra,A permanent costs extra.,パーマは別料金です。
A200464,extremely,She is extremely intelligent.,彼女は非常に賢いです。
A200465,face,They are faced with a serious situation.,彼らは容易ならぬ事態に直面している。
A200466,fact,It is a well-known fact that smoking is harmful to your health.,喫煙が健康に悪いことはよく知られている事実です。
A200467,fail,"I tried my best, but I failed the exam.",一生懸命頑張ったけど、試験に落ちちゃった。
A200468,fairly,She played fairly in the game.,彼女はゲームで公平にプレイしました。
A200469,fall,I love watching the leaves fall in autumn.,私は秋に葉が落ちるのを見るのが好きです。
A200470,familiar,He is a familiar face in the neighborhood.,彼は近所ではよく知られた顔です。
A200471,fancy,"Her room is so fancy, in contrast to me.",私とは対照的に、彼女の部屋はとても派手だ。
A200472,fantastic,The view from the top of the mountain was fantastic.,山の頂上からの景色は異様に素晴らしかった。
A200473,far,You are [[going too far|go too far]].,言い過ぎですよ。
A200474,fare,The fare for the train ride is $10.,電車の乗車料金は10ドルです。
A200475,fascinating,The museum had a fascinating collection of ancient artifacts.,その博物館には魅惑的な古代の遺物のコレクションがありました。
A200476,fashion,She has a great sense of fashion.,彼女はファッションセンスが素晴らしいです。
A200477,fast-food,I love eating fast-food because it is convenient.,私はファストフードを食べるのが好きです。なぜならそれが便利だからです。
A200478,fault,It's not my fault that the car broke down.,車が故障したのは私のせいではありません。
A200479,favor,Can you do me a favor and pick up some groceries?,お願いがあるんだけど、買い物に行ってくれる？
A200480,fear,She couldn't overcome her fear of spiders.,彼女はクモの恐怖を克服することができなかった。
A200481,feather,The bird had a beautiful feather.,その鳥は美しい羽を持っていました。
A200482,feature,This new smartphone has a unique feature that allows you to unlock it using facial recognition.,この新しいスマートフォンには、顔認識を使ってロックを解除することができるユニークな機能があります。
A200483,fee,There is a fee for using the gym.,ジムの利用には料金がかかります。
A200484,feel,I love the feel of silk against my skin.,私は肌に触れるシルクの感触が好きです。
A200485,female,The female lion is the primary hunter for the pride.,ライオンの群れの主なハンターはメスです。
A200486,fence,The dog jumped over the fence.,犬はフェンスを飛び越えた。
A200487,few,There are a few books in the bag.,かばんの中に本が２、３冊入っています。
A200488,fiction,She loves reading fiction novels.,彼女はフィクションの小説を読むのが好きです。
A200489,fighter,The fighter entered the ring with confidence.,戦士は自信を持ってリングに入った。
A200490,figure,She is a prominent figure in the fashion industry.,彼女はファッション業界で著名な人物です。
A200491,figure,He figured out a principle.,彼はひとつの原理を考えだした。
A200492,film,The film was a great success.,その映画は大成功だった。
A200493,final,This is my final offer.,これが私の最終オファーです。
A200494,final,We advanced to the finals.,私達は決勝戦に進出した。
A200495,finally,"Finally, after months of hard work, I completed my project.",最後に、数ヶ月間の努力の末、私はプロジェクトを完成させました。
A200496,first name,My first name is John.,私のファーストネームはジョンです。
A200497,fisherman,The fisherman caught a big fish.,漁夫は大きな魚を捕まえました。
A200498,fit,She is fit for the job.,彼女はその仕事に適している。
A200499,fix,That would leave me in a fix.,そうなると、私は困ったことになる。
A200500,flea,I found a flea on my dog.,犬にノミが付いていたのを見つけました。
A200501,flight,The alternative possibilities were resistance and flight.,可能な選択肢は抵抗か逃亡かの二者択一だった。
A200502,float,Hey! Throw that float to me.,おい！その浮き輪を俺に投げてくれ。
A200503,flood,The flood overwhelmed the village.,洪水がその村を飲み込んでしまった。
A200504,flour,I need to buy some flour to make bread.,パンを作るために小麦粉を買わなければなりません。
A200505,fog,The fog made it difficult to see the road.,霧が道路が見えにくくしました。
A200506,folder,I put the documents in a folder to keep them organized.,私は書類をフォルダに入れて整理している。
A200507,follow,I will follow you wherever you go.,どこへ行ってもあなたの後をついていきます。
A200508,fool,He is such a fool.,彼は本当にばかだ。
A200509,footballer,My brother aspires to become a professional footballer.,私の兄はプロのサッカー選手になることを目指しています。
A200510,for,"It will rain, for the barometer is falling.",気圧計が下がっているから、雨が降るだろう。
A200511,forbid,They forbid smoking in the building.,彼らは建物内での喫煙を禁じています。
A200512,force,The police used force to subdue the suspect.,警察は容疑者を制圧するために力を使った。
A200513,forest,I love hiking in the forest.,私は森林でハイキングするのが大好きです。
A200514,forever,Love is forever.,愛は永久に続く。
A200515,fork,I need a fork to eat my dinner.,夕食を食べるためにフォークが必要です。
A200516,fortunately,"Fortunately, I found my lost wallet.",運よく、私は失くした財布を見つけました。
A200517,fortune,She had the good fortune to win the lottery.,彼女は宝くじに当たるという幸運を得た。
A200518,forward,He looked forward to the weekend.,彼は週末を楽しみにしていた。
A200519,frame,The picture looks better with a frame.,絵は額縁に入れるとより良く見えます。
A200520,frank,"Frankly speaking, I don't like the idea.",率直に言って、私はその考えが好きではありません。
A200521,free,You can use this software free for a month.,このソフトウェアは1ヶ月間無料で使用できます。
A200522,freedom,Freedom is a fundamental human right.,自由は基本的な人権です。
A200523,freeze,The water will freeze if you leave it outside in the winter.,冬に外に置いておくと水は凍ります。
A200524,fresh,I bought some fresh vegetables from the market.,私は市場で新鮮な野菜を買いました。
A200525,fridge,I need to buy some groceries to fill up my fridge.,冷蔵庫をいっぱいにするために食料品を買う必要があります。
A200526,fried,I fried some chicken for dinner.,夕食にチキンを揚げました。
A200527,friendship,Friendship is a precious bond that lasts a lifetime.,友情は一生続く貴重な絆です。
A200528,frighten,The loud noise frightened me.,大きな音が私をびっくりさせました。
A200529,frightened,I was terribly frightened.,怖くてどきどきしたよ。
A200530,frightening,The horror movie was so frightening that I couldn't sleep at night.,ホラー映画はぎょっとさせるほど怖くて、夜眠れなかった。
A200531,front,The car's front is dented.,車の前面がへこんでいる。
A200532,fry,I ordered fries on the side.,副菜にフライドポテトを注文した。
A200533,fully,She fully understands the importance of education.,彼女は教育の重要性を十分に理解しています。
A200534,function,The computer can still function offline.,コンピューターはオフラインでも機能することができます。
A200535,furniture,I need to buy some new furniture for my living room.,リビングルームのために新しい家具を買う必要があります。
A200536,further,I need a further explanation.,もう少し詳しい説明が必要です。
A200537,gallery,I visited the art gallery and admired the beautiful paintings.,私は美術館を訪れ、美しい絵画を称賛しました。
A200538,garage,I parked my car in the garage.,私は車を車庫に駐車しました。
A200539,garlic,I love the taste of garlic in my pasta.,私はパスタに入っているニンニクの味が大好きです。
A200540,gas,Natural gas is used for heating and cooking.,天然ガスは暖房や料理に使われています。
A200541,gate,The gate to the park is closed.,公園への門は閉まっています。
A200542,gather,We gather every Sunday for a family dinner.,私たちは毎週日曜日に家族の夕食のために集まります。
A200543,gender,Gender equality is important for a fair society.,性の平等は公正な社会にとって重要です。
A200544,generation,The generation of today is facing unique challenges.,今日の世代は独特な課題に直面しています。
A200545,gentle,She has a gentle smile.,彼女は優しい笑顔をしています。
A200546,given,I have given him a gift.,私は彼にプレゼントをあげました。
A200547,globe,The globe is a representation of the Earth.,地球儀は地球を表している。
A200548,glove,I put on my glove to keep my hands warm.,手を暖かく保つために手袋をはめました。
A200549,gold,Gold is a malleable metal.,金は打ち延ばしできる金属です。
A200550,golden,She wore a beautiful golden necklace.,彼女は美しい金のネックレスを身に着けていた。
A200551,golf,I enjoy playing golf on the weekends.,週末にゴルフを楽しんでいます。
A200552,good-looking,He is very good-looking.,彼はとてもイケメンだ。
A200553,government,The government is responsible for making and enforcing laws.,政府は法律を制定し、執行する責任があります。
A200554,grace,She moved with grace and elegance.,彼女は優雅で上品に動いた。
A200555,gradually,She gradually became more comfortable speaking in public.,彼女は徐々に公の場で話すのが楽になりました。
A200556,graduate,She graduated with honors.,彼女は優秀な成績で卒業した。
A200557,gram,I bought 500 grams of sugar.,私は砂糖を500グラム買いました。
A200558,grandchild,My grandchild is coming to visit me this weekend.,今週末、私の孫が私を訪ねてきます。
A200559,granddad,My granddad loves to tell stories about his childhood.,私の祖父は自分の子供時代の話をするのが大好きです。
A200560,granddaughter,My granddaughter is very talented.,私の孫娘はとても才能がある。
A200561,grandson,My grandson is very smart.,私の孫息子はとても頭が良いです。
A200562,granny,My granny makes the best apple pie.,私のおばあちゃんは最高のアップルパイを作ります。
A200563,grateful,I am grateful for all the support I have received.,私は受けたすべてのサポートに感謝しています。
A200564,greatly,I greatly appreciate your help.,あなたの助けに大いに感謝しています。
A200565,greedy,He is known for his greedy nature.,彼はどん欲な性格で知られている。
A200566,green,Green is associated with grass.,緑は草を連想させる。
A200567,grilled,I love to eat grilled salmon.,私はサーモンのグリルを食べるのが大好きです。
A200568,grocery,I need to go to the grocery store to buy some food.,食料品を買うために食料品店に行かなければなりません。
A200569,guard,The security guard patrols the building every night.,セキュリティーガードは毎晩ビルを巡回します。
A200570,guidebook,I forgot to bring my guidebook to the museum.,私は博物館に案内書を持ってくるのを忘れてしまった。
A200571,gun,He pointed the gun at the target.,彼は銃を的に向けた。
A200572,half,I will be back in a half-hour.,半時間後に戻ります。
A200573,half,I ate half of the pizza.,私はピザの半分を食べました。
A200574,half-price,The man jumped at our offer of a half-price bargain sale.,その男性は私たちの半額セールの申し出に飛びついた。
A200575,half-price,I bought this shirt at half-price.,私はこのシャツを半額で買いました。
A200576,ham,I love eating ham sandwiches for lunch.,昼食にハムサンドイッチを食べるのが大好きです。
A200577,hand,I handed him the book.,彼に本を渡した。
A200578,handbag,She carried a stylish handbag to the party.,彼女はパーティーにおしゃれなハンドバッグを持っていった。
A200579,handicapped,She is a strong advocate for the rights of the handicapped.,彼女は身体(精神)に障害のある人々の権利を強く主張しています。
A200580,handle,This handle will not turn.,このハンドルはどうしても回らない。
A200581,happily,She smiled happily as she walked down the street.,彼女は通りを歩きながら幸せそうに微笑んだ。
A200582,happiness,Happiness is a choice that we make every day.,幸せとは、私たちが日々選択するものだ。
A200583,hardly,I hardly ever go to the gym.,私はほとんどジムに行かない。
A200584,harm,That incident harmed his reputation.,その事件は彼の名声を傷つけた。
A200585,harmful,Exposure to harmful chemicals can have serious health effects.,有害な化学物質にさらされると、重篤な健康影響が出る可能性があります。
A200586,harmony,The colors of the painting create a sense of harmony.,絵の色彩が調和感を生み出しています。
A200587,harvest,The farmers were busy with the harvest.,農民たちは収穫で忙しかった。
A200588,hate,They hated each other.,二人は互いに憎み合っていた。
A200589,head,He always heads the team in every game.,彼はいつも試合ごとにチームの先頭に立っています。
A200590,headphone,I forgot to bring my headphones to the gym.,ジムにヘッドフォンを持ってくるのを忘れてしまった。
A200591,headteacher,She is the current headteacher at my high school,彼女は私の高校の現在の校長（教頭）です
A200592,heat,The heat of the sun was unbearable.,太陽の熱は耐えられなかった。
A200593,heating,The heating system in our house keeps us warm during the winter.,冬になっても、家の暖房システムが私たちを暖かく保ってくれます。
A200594,heavily,The suitcase was heavily packed with clothes.,スーツケースには衣類がぎっしりと詰まっていた。
A200595,help,It was a great help!,大変助かりました。
A200596,helpful,The helpful neighbor helped me carry my groceries.,親切な隣人が食料品を運ぶのを手伝ってくれました。
A200597,hero,He is considered a hero for his brave actions during the war.,彼は戦争中の勇敢な行動により英雄とされています。
A200598,herself,She did it herself.,彼女はそれを自分でやった。
A200599,hey,"Hey, how are you?",おや、元気ですか？
A200600,high,She jumped high into the air.,彼女は高く空中に飛び上がった。
A200601,high school,I met my best friend in high school.,私は高校で親友に出会いました。
A200602,highway,I drove on the highway to get to the city.,私は都市に行くために高速道路を走りました。
A200603,hike,I love to hike in the mountains.,私は山でハイキングするのが大好きです。
A200604,hiking,I enjoy hiking in the mountains.,私は山でハイキングを楽しんでいます。
A200605,himself,He always does everything by himself.,彼はいつも自分で何でもやります。
A200606,hip hop,Rhymester is a popular hip-hop group in Japan.,Rhymesterは日本で人気のあるヒップホップグループです。
A200607,hit,He hit the mark.,彼は的に当てた。
A200608,hockey,I enjoy playing hockey with my friends.,私は友達とホッケーをするのが楽しいです。
A200609,hold,I have a hold on the situation.,私は状況を把握している。
A200610,home,I always go home after work.,仕事の後はいつも家に帰ります。
A200611,honey,I love to drizzle honey on my pancakes.,私はパンケーキにはちみつをかけるのが大好きです。
A200612,honor,It is an honor to meet you.,お会いできて光栄です。
A200613,horror,I love watching horror movies.,私はホラー映画を見るのが好きです。
A200614,host,The museum exhibition attracted a host of art enthusiasts from various countries.,その美術館の展示会は、さまざまな国から多くの美術愛好家を引き付けました。
A200615,however,"However, I still managed to finish the project on time.",しかし、それでも何とか時間内にプロジェクトを終えることができた。
A200616,hug,I gave her a warm hug when I saw her.,彼女に会った時、私は彼女を暖かく抱き締めました。
A200617,human,Talking is a human ability.,話すことは人間の能力の一つである。
A200618,hundred,There are a hundred people in the room.,部屋には百人います。
A200619,hunter,The hunter tracked the deer through the forest.,ハンターは森の中で鹿を追跡した。
A200620,hurry,He was in a hurry to get to the store.,彼は店に行くのに急いでいた。
A200621,ID,Do you have any ID?,身分証明をお持ちですか。
A200622,ID card,I always carry my ID card with me.,私はいつも身分証明書を持ち歩いています。
A200623,ill,She is ill and cannot come to work today.,彼女は病気で今日は仕事に来れません。
A200624,illegal,Engaging in illegal activities can result in severe consequences.,違法行為に従事すると深刻な結果を招く可能性があります。
A200625,image,I saw my image in the mirror.,私は鏡に映った自分の像を見ました。
A200626,imagination,She has a vivid imagination.,彼女は豊かな想像力を持っています。
A200627,impact,The earthquake had a significant impact on the city.,地震は市に大きな衝撃を与えました。
A200628,impatient,She became impatient waiting for the bus.,彼女はバスを待っている間、いらいらしていた。
A200629,importance,Understanding the importance of education is crucial for every individual.,教育の重要性を理解することは、すべての人にとって極めて重要である。
A200630,importantly,"Importantly, she emphasized the need for teamwork in achieving the company's goals.",重要なことには、彼女は会社の目標を達成するためにチームワークの必要性を強調しました。
A200631,impossible,Achieving that goal seems impossible.,その目標を達成することは不可能のようだ。
A200632,impress,She always impresses me with her intelligence.,彼女はいつも知性で私を感心させます。
A200633,improve,Regular exercise can improve your overall health and well-being.,定期的な運動はあなたの全体的な健康と幸福感を向上させることができます。
A200634,in,She walked in the room quietly.,彼女は静かに部屋に入った。
A200635,inch,He measured the length of the table in inches.,彼はテーブルの長さをインチで測った。
A200636,include,I always include a salad with my dinner.,私はいつも夕食にサラダを入れます。
A200637,increase,They intended to increase the military budget.,彼らは軍事予算を増大させようとした。
A200638,indeed,"Indeed, it was a beautiful day.",実に、それは美しい日でした。
A200639,independence,The country fought for its independence from colonial rule.,その国は植民地支配からの独立を求めて戦った。
A200640,indicate,Can you indicate where the nearest restroom is?,最寄りのトイレはどこかを示していただけますか？
A200641,indoor,"I prefer indoor activities, such as reading or painting.",私は読書や絵画などの室内の活動を好みます。
A200642,inexpensive,This restaurant offers inexpensive meals.,このレストランは安価な食事を提供しています。
A200643,influence,He has influence in politics.,彼は政治に影響力を持っている。
A200644,injure,He accidentally injured his hand while chopping vegetables.,彼は野菜を切っている最中に手を誤って傷つけました。
A200645,inner,The inner layer of the cake is filled with chocolate.,ケーキの内側の層にはチョコレートが詰まっています。
A200646,insect,I saw a beautiful insect in the garden.,私は庭で美しい昆虫を見ました。
A200647,inside,The children played inside while it rained outside.,子供たちは外で雨が降っている間、中で遊んでいた。
A200648,inspiration,She found inspiration in nature.,彼女は自然の中にインスピレーションを見出した。
A200649,instant,I saw an instant flash of light.,私は一瞬の光を見た。
A200650,instead,I decided to walk instead of taking the bus.,バスに乗る代わりに歩くことに決めました。
A200651,instrument,He plays a musical instrument.,彼は楽器を演奏します。
A200652,intelligence,He works in the intelligence department.,彼は情報部で働いています。
A200653,intelligent,She is an intelligent woman.,彼女は知的な女性だ。
A200654,interest,I have a lot of interest in learning new languages.,新しい言語を学ぶことにとても興味があります。
A200655,international,She has an international background.,彼女は国際的なバックグラウンドを持っています。
A200656,invade,The enemy plans to invade our territory.,敵は私たちの領土に侵入する計画です。
A200657,invent,He was able to invent a new device.,彼は新しい装置を発明することができました。
A200658,invention,The invention of the telephone revolutionized communication.,電話の発明はコミュニケーションに革命をもたらした。
A200659,invite,I would like to invite you to my birthday party.,私はあなたを私の誕生日パーティーに招待したいと思います。
A200660,issue,The company is facing a major issue with its supply chain.,会社は供給チェーンに重大な問題を抱えています。
A200661,IT,We are facing the increasing use of IT in all aspects of today's society.,現代社会のあらゆる場面でITの活用が進んでいる。
A200662,itself,The book itself is very interesting.,その本自体はとても面白いです。
A200663,jam,The subway station was a jam of people during rush hour.,ラッシュアワー中、地下鉄の駅は人々で混雑していました。
A200664,jelly,I love eating jelly for dessert.,デザートにゼリーを食べるのが大好きです。
A200665,joke,It was just a joke.,ちょっとした冗談のつもりで言っただけです。
A200666,journey,I am planning a journey to Japan next month.,来月、私は日本への旅行を計画しています。
A200667,joy,She couldn't contain her joy when she received the good news.,彼女はその良い知らせを受け取ったとき、喜びを抑えることができなかった。
A200668,junior,She is a junior employee at the company.,彼女は会社の若手社員です。
A200669,junk,I found some junk in the attic.,私は屋根裏部屋でいくつかのがらくたを見つけました。
A200670,killer,The detective finally caught the serial killer.,刑事はついに連続殺人犯を捕まえた。
A200671,kilo,I bought five kilos of apples at the grocery store.,私はスーパーでりんごを5キログラム買いました。
A200672,kilogram,I weighed myself and found out that I am 60 kilograms.,体重を計ったら、私は60キログラムだとわかった。
A200673,kilometer,I walked five kilometers today.,今日は5キロメートル歩きました。
A200674,kind,She is a kind person.,彼女は親切な人です。
A200675,kindly,Our teacher is at once stern and kindly.,我々の先生は厳しくもあり、かつ優しくもある。
A200676,kingdom,The kingdom was ruled by a wise and just king.,その王国は賢明で公正な王によって統治されていた。
A200677,kit,I bought a new tool kit for my home repairs.,私は家の修理のために新しい工具セットを買いました。
A200678,knock,There was a knock at the front door.,玄関で扉を叩く音がした。
A200679,knowledge,Having knowledge about a wide range of topics is important.,様々なトピックについての知識を持つことは重要です。
A200680,labor,Labor unions play an important role in protecting workers' rights.,労働組合は労働者の権利を守る重要な役割を果たしています。
A200681,lack,There is a lack of communication in the team.,チーム内でのコミュニケーションが不足しています。
A200682,lake,I went fishing at the lake.,私は湖で釣りをしました。
A200683,lamp,I turned on the lamp to brighten up the room.,部屋を明るくするためにランプをつけました。
A200684,land,The helicopter landed on the rooftop.,ヘリコプターは屋上に着陸しました。
A200685,landscape,The landscape of the countryside is breathtaking.,田舎の風景は息をのむほど美しいです。
