id,word,expectedPos,answer1,answer2,answer3,answer4,answer5
A100270,difference,n,,〈U〉《～の間の》,～における,《～との》違い,in ～,from ～》
A100271,different,adj,異なった,個々の,くさぐさの,《話》風変わりな,
A100272,difficult,adj,(物事が)難しい,(人が)気難しい,,,
A100273,dig,v,〈地面・穴など〉を掘る,,～を掘り出す《+up+名》,(～から)～を見つけ出す,～を突く,(～に)～を突っ込む《+名+in(into)+名》,《俗》～を理解する
A100274,dining room,n,食堂,,,,
A100275,dinner,n,〈C〉〈U〉(1日の食事の中で)主要な食事,〈C〉(公式の)晩餐会,晩餐(用)の,,
A100276,dirty,adj,汚い,不正な,下品な,《話》(天気が)荒れ模様の(stormy,原子兵器が)汚れた
A100277,discuss,v,～を論ずる,討議する,検討する,,
A100278,dish,n,〈C〉(全員分の料理を盛る)大皿,《しばしばthe ~》《複数形で集合的に》(食事に用いる),〈C〉(皿に盛られた)料理,〈C〉(～の)皿1杯の分量,〈C〉《話》可愛い女の子
A100279,do,do-verb,～をする,《通例have ~,～を処理する,〈学課〉を勉強する,〈人〉に役立つ([serve])
A100280,doctor,n,通例,博士,《話》修理(修繕)屋,,
A100281,does,do-verb,[do]の三人称・単数・直説法現在形,,,,
A100282,dog,n,犬,雄犬,イヌ科の動物(特にイタチ・オオカミ・カワウソ)の雄,《話》《形容詞を伴って》やつ,《話》くだらない男,《米俗》粗悪な物
A100283,doing,do-verb,[do]の現在分詞・動名詞,,,,
A100284,doll,n,人形,《話》美しいが愚かな女,《俗》かわいい子(娘),《米俗》親切な人,
A100285,dollar,n,〈C〉ドル (米国の貨幣単位で100セント,記号は$),1ドル紙幣,,,
A100286,door,n,(家・部屋・家具の)扉,戸口,1戸,《比喩(ひゆ)的に》(～に至る)入口,
A100287,down,adv,(高い所から)下へ,(価格・品質・温度などが)下がって,(健康・風の勢いなどが)衰えて,,
A100288,drama,n,〈C〉戯曲,〈U〉《しばしばthe~》演劇,〈C〉〈U〉劇的事件,,
A100289,draw,v,〈他〉を引く,《副詞(句)を伴って》～を引いて(ある状態に)する,,《～から》～を引き抜く《from》,《～から》〈液体など〉をくみ出す《from ～》,〈絵・図〉を線で描く
A100290,dream,n,夢,白昼夢,抱負,《話》夢のように美しいもの,
A100291,dress,n,〈U〉衣服,〈C〉(ワンピースの)婦人服,,,
A100292,drink,n,〈U〉〈C〉飲み物,〈U〉酒,飲酒,〈C〉(飲み物の)ひと飲み,,
A100293,drink,v,〈飲み物〉を飲む,〈植物・地面・物が〉〈水分など〉を吸収する,〈人が〉〈空気〉を深く吸う,〈カップ・グラスなど容器の中身〉を飲む,《副詞[句]を伴って》〈金・時間など〉を酒で飲みつぶす
A100294,drive,v,〈他〉《～へ》〈動物・敵など〉を追い立てる《to ～》,《～から》～を押しやる《out of ～》,〈車・馬車〉を運転する,,
A100295,driver,n,(動物を)追う人,(一般に)車を運転する人,ドライバー(ゴルフで最長打を飛ばすために用いるクラブ),(くいなどの)打ち込み機,
A100296,drop,v,〈自〉したたる,落ちる,ばったり倒れる,下落する,《~ in
A100297,drum,n,太鼓,太鼓の音,太鼓のような音,形が)太鼓状のもの,(機械の)ドラム,ドラムかんなど,=tympanic membrane,
A100298,dry,adj,乾いた,雨の降らない,水のかれた,(家畜などが)乳の出ない,涙の出ない
A100299,due,adj,支払われるべき,〈敬意などが〉《～に》与えられるべき《to ～》,当然の,《～に》到着予定で《at ～》,
A100300,DVD,n,動画などを見るための)デジタル多用途ディスク,,,,
A100301,each,det,おのおのの,めいめいの,それぞれの,各～,
A100302,each,pron,各自,おのおの,めいめい,,
A100303,each other,pron,互いに,互いを,,,
A100304,ear,n,〈C〉耳,《単数形で》聴覚,じっと聞くこと,,
A100305,early,adv,(時間・時期的に)早く,(予定・ふだんより)早く,,,
A100306,easy,adj,簡単な,心配のない,ゆったりとした,,
A100307,eat,v,～を食べる,〈食事〉をする,〈スープ〉を飲む,～を常食にする(進行形にできない),〈金属〉を腐食する,〈水〉〈〈穴など〉を腐食(浸食)してあける,食べる
A100308,egg,n,〈C〉卵,鳥の卵,《英話》《形容詞を伴って》(～な)やつ,《俗》爆弾,
A100309,eight,number,〈C〉(数の)8,8の記号(18,〈U〉8時,〈U〉《複数扱い》8人,〈C〉八つ(8人),〈C〉(カードの)8の札,〈U〉(スケートの)8字形[滑走](the figure of eight)
A100310,eighteen,number,〈C〉(数の)18,18の記号(18,〈U〉(24里間制で)18時,〈U〉《複数扱い》18人,〈C〉18(18人),18の
A100311,eighty,number,〈C〉(数の)80,〈U〉80歳,〈U〉《複数抜い》80人,《the eighties》(世紀の)80年代,,80の
A100312,either,adv,《~ A or B》AかBかいずれか,《否定文・文尾》～もまた(～ない),,,
A100313,elementary,adj,初歩の,基礎の,,,
A100314,eleven,number,〈C〉(数の)11,11を表す記号(11,〈U〉11時,11歳,〈U〉《複数扱い》11人,〈U〉《単数扱い》(フットボールのチームなどの)11人(11個)一組,11の
A100315,else,adv,そのほかに,《or elseの形をとり接続詞的に》さもないと,,,
A100316,e-mail,n,〈U〉(伝達手段としての)電子メール,〈C〉(個々の)電子メール,,,
A100317,end,n,〈C〉終わり,(細いものの)端,(物事・期間の)最後,《しばしば複数形で》目的,
A100318,engineer,n,技師,《米》(特に鉄道の)機関士,巧みに事を処理する人,陸軍の)工兵,(海軍の)機関士官,
A100319,enjoy,v,を楽しむ,‘に'恵まれている,,,
A100320,evening,n,夕方,《文》末期,夜会,夕方の,
A100321,event,n,(特に重要な)でき事,(スポーツの)種目,勝負,《文》成り行き,,
A100322,every,det,《数えられる単数名詞と共に》すべての,毎～,《数えられる単数名詞と共に》可能な限りの,,
A100323,everybody,pron,【くだけた】みんな,誰でも,,,
A100324,everyday,adj,毎日の,(日曜日などに対して)平日の,日常の,,
A100325,everyone,pron,【かたく】みんな,誰でも,,,
A100326,everything,pron,《単数扱い》,なんでも,《補語にのみ用いて》何よりも大切なもの,Everything is OK now.,もう大丈夫です。
A100327,everywhere,adv,いたるところに,《接続詞的に》どこで～しても,,,
A100328,example,n,(～の)例,(～にとっての)手本,(～への)見せしめ,,
A100329,excellent,adj,すぐれた,(成績評点の)優の,,,
A100330,excited,adj,《通例be ~ 》《～に》興奮して,気が立った,,,
A100331,exciting,adj,(物事が)興奮させる,,,,
A100332,excuse,n,〈U〉〈C〉言い訳,許可証,,,
A100333,exercise,v,〈他〉(手足など)を働かせる,～に《～の》訓練させる《in ～》,〈自〉練習する,運動する,
A100334,expensive,adj,費用のかかる,高価な,,,
A100335,eye,n,〈C〉(人・動物の器官としての)目,〈C〉(まぶた・まつ毛・まゆ毛などを含めて),〈C〉視力,〈C〉《単数形で》視線,
A100336,face,n,〈C〉顔,表面,様子,〈U〉面目,
A100337,factory,n,工場,製作所,,,
A100338,fair,adj,公平な,(天気が)晴れた,《古》(特に女性が)美しい,相当な,
A100339,fairy,n,妖精(ようせい),妖精の,妖精のような,,
A100340,false,adj,正しくない,本物でない,,,
A100341,family,n,《集合的に》家族,〈U〉《時にa family》(一家の)子供たち,〈C〉(血縁に関係ある)親族,〈U〉家柄,(特に)名門,〈C〉(関係ある人・物の)一団
A100342,famous,adj,有名な,《話,ややまれ》すばらしい,,,
A100343,fan,n,〈C〉ファン,熱心な愛好者(支持者),,,
A100344,farm,n,農場,(家畜の)飼育場,,,
A100345,farmer,n,農場経営者,農業労働者,,,
A100346,fast,adj,速い,(時計が)進んでいる,しっかりした,心の変わらない,色が)あせない
A100347,fast,adv,速く,しっかりと,ぐっすりと([soundly]),どしどし,
A100348,fat,adj,太った,脂肪の多い,たっぷりとはいった,もうかる,土地が)肥えた
A100349,father,n,〈C〉父,《one's fathers》(男の)祖先,〈C〉(～の)創始者,《複数形で》(市町村議会などの)長老,《[the]F-
A100350,favorite,adj,お気に入りの,得意の,,,
A100351,favorite,n,〈C〉《～の》お気に入り,《the》(レースでの)人気選手,,,
A100352,February,n,2月(《略》Feb.),,,,
A100353,feed,n,〈U〉飼料,〈C〉《話》《単数形で》食事,ごちそう,,,
A100354,feel,v,(手・指で)～に触れる,《進行形にできない》(身体で)～を感じる,(心で)～を感じる,～と思う,〈人が〉感じる
A100355,feeling,n,〈U〉(身体の)感覚,《a feeling,〈U〉(～に対する)同情,《複数形で》(理性に対して)感情,《a feeling
A100356,festival,n,〈C〉〈U〉祭り,〈C〉祭日,《しばしばF-》(映画・音楽などの)～祭,,
A100357,fever,n,〈U〉《しばしばa fever》(身体の異常な)熱,〈U〉熱病,〈U〉〈C〉(～に対する)興奮,,
A100358,field,n,〈C〉野原,田野,〈C〉(鉱物などの)産出地,〈C〉戦場([battlefield]),〈C〉(スポーツの)競技場,〈C〉(ある用途の)場
A100359,fifteen,number,〈C〉(数の)15,15記号(15,〈U〉(24時間制の)15時,〈U〉《複数扱い》15人,〈C〉15(15人),15の
A100360,fifty,number,〈C〉(数の)50,50記号(50,〈U〉50分,50歳,〈U〉《複数扱い》50人,《the fifties》(世紀の)50年代,(年齢の)50代,50の
A100361,fight,n,〈C〉《～との》奮闘,〈U〉闘志,〈C〉《～についての》論争,〈C〉(特にボクシングの)試合,
A100362,file,n,〈C〉ファイル,(整理された新聞・書類などの)とじ入み,,,
A100363,fill,v,〈他〉をいっぱいにする,を占める,を満たす,〈自〉《～で》いっぱいになる 《with ～》,
A100364,find,v,〈他〉(偶然に)～を見つける,を見つけ出す,《今まで知られていない事・物》 が分かる 《out ～》,,
A100365,fine,adj,(物・事が)立派な,けっこうな,(人が)優れた,(天気が)晴れた,《補語にのみ用いて》《話》元気な
A100366,finish,n,(ことの)最終段階,(家具などの)表面,(ニスなど)仕上げの材料,死,
A100367,finish,v,～を終える,～を食べ尽くす,～の仕上げをする,《話》〈人〉を参らせる,〈物事が〉終わる
A100368,fire,n,〈U〉火,〈C〉燃えているもの,〈U〉〈C〉火事,,
A100369,first,adj,(順序・時間的に)第1の,(階級・等級・重要度などが)1番の,,,
A100370,first,adv,最初に,(～するくらいなら)むしろ,,,
A100371,fish,n,〈C〉魚,《集合的に》魚類,〈U〉魚肉,〈C〉《話》人,,
A100372,fishing,n,〈U〉(職業としての)魚取り,(スポーツとしての)釣り,漁場,,
A100373,five,number,〈C〉(数の)5,5の記号(5,〈C〉5時,〈U〉《複数扱い》5人,〈C〉5人(5個)1組のもの,〈C〉(カードの)5の札
A100374,flag,n,〈C〉(国家・団体などを象徴する)旗,,,,
A100375,flat,n,〈C〉アパート,《米》安アパート,〈C〉平面,《おもに米》空気の抜けたタイヤ,
A100376,floor,n,〈C〉床,階,,,
A100377,flower,n,〈C〉(植物の)花,(鑑賞用の)草花,〈U〉開花,〈U〉《文》(～の)最もすぐれた部分,〈U〉(人生・美しさなどの)盛り(prime)《+of+名》,《しばしば複数形で》《単数扱い》華(か)(圧縮や昇華によって得られる細かな粉末)
A100378,fly,n,〈C〉ハエ,ハエと同類の昆虫,(釣りに用いる)蚊針,,
A100379,fly,v,飛ぶ,飛行機で飛ぶ,(風などで)空中を飛ぶ,(風に)ひるがえる,《副詞[句]を伴なって》飛ぶように動く(走る)
A100380,focus,v,(～に)〈レンズなど〉‘の'焦点を合わせる《+名+on+名》,～に)〈注意など〉を集中する《+名+on+名(doing)》,(～に)〈レンズなどの〉焦点が合う,〈注意などが〉集まる《+on+名》,,
A100381,foggy,adj,霧の立ちこめた,(像などが)霧がかかったような,(考えなどが)ぼんやりした,,
A100382,following,adj,《the following》(時間・順序において)次の,《the following》次に述べる,同じ方向に動く,,
A100383,food,n,〈U〉食物,〈U〉(飲み物に対して)食べ物,〈C〉(特定の種類の)固形食品,〈U〉(動植物に)栄養を余えるもの,〈U〉《比喩(ひゆ)的に》(心・精神の活動を刺激・奨励する)糧(かて),(思考・反省などの)資料
A100384,football,n,〈U〉《米》フットボール,〈C〉フットボール用ボール,,,
A100385,for,prep,《時間・距離》～の間,《利益・貢献》～のために,《適応・用途》～向けに,《目的・意向》～のために,《敬意・記念》～を記念して
A100386,foreign,adj,外国の,外国からの,外国との,《名詞の前にのみ用いて》異質の,《補語にのみ用いて》(～に)無縁の,,
A100387,foreigner,n,外国人,外国から来た物,,,
A100388,forget,v,～を忘れる,～を怠る,～を置き忘れる,～を気に留めない,～のことを)忘れる《+about+名(doing)》
A100389,form,n,〈C〉〈U〉(色・材質に対して)形,〈C〉人体,〈C〉〈U〉外観,〈C〉〈U〉(ものの現れる)形態,〈C〉(生物などの)種類
A100390,forty,number,〈C〉(数の)40,40の記号(40,〈U〉40分,40歳,〈U〉《複数扱い》40人,《the forties》(世紀の)40年代,《one's forties》(年齢の)40代,40の
A100391,four,number,〈C〉(数の)4,4ノ記号(4,〈U〉4時,〈U〉《複数扱い》4人,〈C〉4個(4人)1組のもの,フォア(4本オールのボートおよびその選手,〈C〉(カードの)4の札
A100392,fourteen,number,〈C〉(数の)14,14の記号(14,〈U〉(24時間制の)14時,〈U〉《複数扱い》14人,〈C〉14(14人),14の,14個の,14人の
A100393,free,adj,(束縛された状態になく)自由な,(国家・国民などが)独立している,(苦痛・制約などを)免れている,無料の,
A100394,Friday,n,金曜日(《略》Fr.),Fri.,,,
A100395,friend,n,〈C〉友人,〈C〉味方,〈C〉役に立つもりの,〈C〉《F-》フレンド派(Society of Friends)の人,《丁重な呼びかけ》友よ
A100396,frog,n,カエル,,,,
A100397,from,prep,《場所・時》～から,《起源》～出身の,《原因》～によって,《区別》～と違って,《抑制・妨害》～することを《~ doing》
A100398,front,adj,正面の,(発音で)前舌音の,,,
A100399,fruit,n,〈U〉〈C〉果物,《複数形で》農作物(果物・穀物・野菜など),〈U〉〈C〉《しばしば複数形で》成果,,
A100400,full,adj,いっぱいの,(数量が)たくさんある,(程度・量・数などが)完全な,《名詞の前にのみ用いて》最大限の,《名詞の前にのみ用いて》正式の
A100401,fun,adj,楽しい,おもしろい,,,
A100402,fun,n,楽しみ,戯れ,愉快な気持ちにさせるもの(人),,
A100403,funny,adj,おかしい,変な,《話》気分が悪い,,
A100404,future,n,〈U〉〈C〉未来,〈C〉将来の可能性,《the ~》(文法で)未来時制,《複数形で》先物[契約],
A100405,game,n,〈C〉遊び,競技,,,
A100406,garbage,n,(台所から出る)生ごみ,くだらないもの,,,
A100407,garden,n,〈C〉庭,〈U〉庭面積,〈C〉《しばしば複数形で》公園,《Gardens》《地名の後に置いて》～街,庭で育つ,庭園用の
A100408,get,v,〈他〉を受け取る,を手に入れる,を取ってくる,〈人〉にさせる,をする
A100409,ghost,n,幽霊,(～の)ほんのわずか《+of+名》,(～の)幻,=ghost writer,テレビの画面の)ゴースト
A100410,gift,n,〈C〉(～への)贈り物,〈C〉(～に対する)生まれつきの才能,〈U〉《古》与えること,,
A100411,girl,n,女の子,女店員,《one's ~》《話》恋人,一般的に)女(woman),《話》娘(daughter)
A100412,girlfriend,n,女友だち,ガールフレンド,(女の)恋人,,
A100413,give,v,(無償で)〈物〉を与える,〈物〉を渡す,〈代金〉を支払う,《抽象的なことを目的語にして》～を与える,《～に》物を与える
A100414,glad,adj,うれしい,《be ~ to do》喜んで～する,(物事・表情・声などが)喜ばしい,,
A100415,glass,n,〈U〉ガラス,〈C〉(ガラス製の)コップ,〈C〉(～の)コップ(グラス)1杯[の量](glassful)《+of+名》,〈U〉《集合的に》ガラス製品,〈C〉《英話》鏡(looking glass)
A100416,glasses,n,眼鏡,[glass]の複数形,,,
A100417,go,v,行く,立ち去る,〈事が〉運ぶ,(ある状態に)なる,《~ 補語》(ある状態の)ままである
A100418,goal,n,ゴール,(ゴールに球を入れて得た)得点,=goalkeeper,目標(aim),
A100419,gold,adj,**金の**,金製の,,,
A100420,good,adj,(物事の内容・程度などが)よい,(道徳的に)善良な,(子供が)行儀がよい,(行動・目的などが)適している,親切な([kind])
A100421,good afternoon,interj,こんにちは(午後のあいさつ),《古》(上昇調で)さようなら(午後別れるとき,,,
A100422,good morning,interj,おはよう,《古》さようなら(午前中に別れるとき),,,
A100423,good night,interj,おやすみなさい,,,,
A100424,grade,n,《米》(小・中・高校の)学年(小学校から12年まで通算する,《おもに米》(学業の)成績,(位階・品質・価値などの)階級,《米》(道路・線路などの)傾斜,
A100425,grammar,n,〈U〉文法,〈C〉文法書,〈U〉(文法的に正しい)言葉遺い,,
A100426,grandfather,n,祖父,,,,
A100427,grandma,n,おばあちゃん,,,,
A100428,grandmother,n,祖母,,,,
A100429,grandpa,n,おじいちゃん,,,,
A100430,grandparent,n,祖父母,その一方,,,
A100431,grape,n,ぶどう,=grapevine,,,
A100432,grass,n,〈U〉草,草地,,,
A100433,gray,adj,灰色の,顔色が)青白い([pale]),(空が)曇った,(気持ちなどが)陰気な,しらがの多い
A100434,gray,n,[grey],〈U〉灰色,〈U〉灰色の服,〈C〉灰色の絵の具,《米》(南北戦争当時の)南軍兵士
A100435,great,adj,(規模・範囲などが)大きい,多数の,多量の,偉大な,(身分・地位などの)高い,気高い
A100436,green,adj,緑の,季節が)新緑の,(木々の緑が残って)温暖な,果物が)うれていない,(酒・チーズなどが)熟成していない,未経験の,食物・木材・皮などが)生の,調理して(乾燥して)
A100437,greet,v,〈他〉〈人など〉にあいさつする,《喜び・親しみ・悪意などをもって》～を迎える《with ～》,,,
A100438,ground,n,〈U〉《the~》地面,土,〈C〉(特定の目的のための)場所,《複数形で》(建物の回りの)庭,根拠
A100439,group,n,(～の)群れ,(主義・系統・種類などを同じくする人・物の)派,(ポミュラーソング歌手の)グループ,動・植物分類上の)群,(化学の)基,
A100440,grow,v,成長する,(類・量・程などにおいて)増大する,しだいになる,～を成長させる,～から生じる(起こる)
A100441,guess,v,(十分な根拠なしに)～を推測する,(正確な推測で)～を言い当てる,《~ that》《米》～と思う,,《～を》推測する《at》,
A100442,guest,n,(食事・会合・滞在などへの)招待客,(ラジオ・テレビなどの番組の)ゲスト,,,
A100443,guitar,n,ギター,,,,
A100444,guy,n,〈C〉《米話》男,《米話》《複数形で》君たち,《英》ガイフォークスの人形,《英》変てこな服装の人,【動
A100445,habit,n,〈U〉〈C〉習慣,(動・植物の)習性,〈C〉(麻薬などの)常用癖,僧衣など
A100446,had,have-verb,[have]の過去形,《過去のある時における動作の完了・結果》～していた,《過去のある時までの経験》～したことがあった,《過去のある時までの継続》(ずっと)～していた,
A100447,hair,n,〈C〉(人間・動物の1本の)毛,〈U〉《集合的に》髪の毛,《a~》1本の毛ほどの量,,
A100448,haircut,n,散髪,頭の刈り方,,,
A100449,half,n,〈C〉〈U〉半分,〈U〉《時刻を表す数詞と共に用いて》半,〈C〉《おもに英》(2学期制の学校での)前(後)期,〈C〉(競技などの)前(後)半,(野球で1イニングの)表(裏,〈C〉=halfback
A100450,hall,n,会館,(大きな建物の一部となっている)大広間,また《おもに米》hallway)玄関の広間(玄関のドアを入った所とそこから各部屋の前まで通じる廊下),《米》(学校・ビルなどの)廊下,学校内の特別の用途のための建物(校舎)
A100451,hamburger,n,《米》〈U〉牛のひき肉(ground beef),またHamburg steak)〈C〉ハンバーグステーキ(牛のひき肉を焼いたもの),〈C〉(また《米話》burger)ハンバーガー(ハンバーグステーキをはさんだサンドイッチ,,
A100452,hand,n,手(手首から先の部分),(時計・計器の)針,《単数形で》筆跡,側,《a~》《～への》援助
A100453,handsome,adj,風采(ふうさい)のよい,(形・色などが)優れた,(数量が)かなりの,《米》器用な,
A100454,happen,v,〈自〉(でき事が)起こる,たまたま～する,《~ to ～ 》(出来事が)～に起こる,,
A100455,happy,adj,幸せな,嬉しい,,,
A100456,hard,adj,(物体が)堅い,難しい,《名詞の前にのみ用いて》(人が)精力的な,激しい,生活などが)耐え難い
A100457,hard,adv,一生懸命に,強く,やっと,堅く,ひどく悲んで
A100458,has,have-verb,[have]の三人称単数現在,,,,
A100459,hat,n,(回りに縁のついた)帽子,～‘に'帽子をかぶせる,,,
A100460,have,have-verb,《~ 過去分詞》《完了・結果》～した,《経験》～したことがある,《継続》(ずっと)～している,《will(shall)~ 過去分詞》《未来の完了・結果》～してしまっているだろう,《未来の経験》～したことになる
A100461,have to,modal auxiliary,客観的判断として)～しなければならない,指示して)～してください,～であるに違いない,,
A100462,having,have-verb,[have]の現在分詞・動名詞,《〜 過去分詞》～したこと,,,
A100463,he,pron,彼は,《指す人の性別が分からないか,《~ who(that)の形で》《文》～するものはだれでも,(動物の)オス,
A100464,head,n,(顔を含めた)頭,頭脳,長,(ある物の)上部,川・泉の)源
A100465,headache,n,頭痛,《話》悩みの種,,,
A100466,health,n,健康,(体の)状態,《To one's health!》(健康を祝しての)乾杯,,
A100467,healthy,adj,(人・身心などが)健康な,健康によい,,,
A100468,hear,v,〈音〉‘が'聞こえる,〈人の言うこと〉‘に'耳を傾ける,〈うわさ・ニュースなど〉を耳にしている,耳が聞こえる,《しばしば命令形で》耳を傾ける
A100469,heart,n,〈C〉心臓,胸,〈C〉(感情の中心をなす)心,〈U〉愛情,〈U〉勇気,《the ~》中心
A100470,heavy,adj,重い,(分量・程度・規模・強さなどが)激しい,厳しい,悲しい,動作が)のろい
A100471,hello,n,電話の応答で)もしもし,(あいさつ・呼びかけ・驚きの声などに用いて)こんにちは,こんにちは(やあ),,,
A100472,help,v,〈他〉〈人が〉〈人〉を手伝う,〈物事が〉〈人・事〉に役立つ,,,
A100473,her,det,【所有形容詞】《[she]の所有格》彼女の,,,,
A100474,her,pron,《[she]の目的格》彼女に,《口語》《[be] の補語に用いて》彼女,,,
A100475,here,adv,《場所・位置》ここで,《関連》この点で,,,
A100476,hers,pron,《sheの所有代名詞》彼女のもの,《of hersの形で》彼女の,,,
A100477,hi,interj,《話》(あいさつとして)やあ,《英》(注意を促す発声として)おい,,,
A100478,hide,v,〈他〉を隠す,〈自〉隠れる,,,
A100479,high,adj,高い,《数の後に置いて》高さが～ある,(数量・程度などが標準より)高い,(身分・地位が)高い,気高い
A100480,hill,n,〈C〉丘,(特に道路の)傾斜,,,
A100481,him,pron,彼を,《話》彼(=he),,,
A100482,his,det,【所有形容詞】《[he]の所有格》彼の,,,,
A100483,his,pron,《[he]の所有代名詞》彼のもの,《of hisの形で》彼の,,,
A100484,history,n,〈U〉歴史,歴史学,〈C〉歴史書,〈C〉(人の)経歴,〈C〉史劇,
A100485,hobby,n,(他の人と多少変わった)趣味,道楽,,,
A100486,hold,n,,〈U〉〈C〉《～を》つかむこと《of》,on ～》,,,
A100487,hole,n,(壁などにあいた)穴,(動物の住む)巣穴,《話》あばら家,議論・計画などの)欠点(fault),《話》窮地
A100488,holiday,n,休日,《しばしば複数形で》《英》長い休暇,(宗教上の)聖日,休暇をとる,
A100489,home,n,〈C〉〈U〉《おもに米》(家族の住む)家,〈U〉〈C〉家庭,〈U〉生まれ故郷,〈C〉(動物の)生息地,〈C〉《家のない人・病人などの》収容施設
A100490,hometown,n,今までいちばん長く住んだ町(市),子供のとき過ごした町(市),生まれた町(市),,
A100491,homework,n,(生徒の)宿題,(教師の)授業準備,自宅でする仕事,内職,,
A100492,hope,n,〈U〉〈C〉望み,希望,,,
A100493,horse,n,〈C〉馬,=vaulting horse,〈C〉(物を載せたり),〈U〉《集合的に,複数扱い》騎兵,〈人〉を馬に乗せる,〈馬車〉‘に'をつける
A100494,hospital,n,病院,,,,
A100495,hot,adj,熱い,(味が)辛い,(気性などの)激しい,(気分・感情などの)高ぶった,状態や動きが)激しい([violent])
A100496,hotel,n,ホテル,旅館,,,
A100497,hour,n,〈C〉(60分としての)1時間(《略》h,〈C〉(時計で示される)時刻,〈C〉(ある事をする)特定の時間,〈C〉(一般的な)時,《複数形》勤務(営業)時間
A100498,house,n,家,家庭,《しばしば複合語を作って》(ある特定の目的に用いる)建物,(劇場などの)観客,《しばしばthe H-》議会
A100499,how,adv,どんなふうに,どれほど,どんな具合で,《~ is it ～?で》どんな理由で,《感嘆文で》なんと
A100500,hungry,adj,飢えた,《補語にのみ用いて》(～を)熱望して,(土地などが)不毛の,,
A100501,hurry,n,急ぐこと,,《否定文・疑問文で》《～を》急ぐ必要《for》,[in no ~|in no hurry]で)《話》なかなか～する気にならない《+to do》,,
A100502,hurt,v,〈身体・身体の一部〉に苦痛を与える,〈物〉に損害を与える,〈身体の一部が〉痛む,,
A100503,husband,n,夫,～を節約する,,,
A100504,I,pron,〈C〉英語アルファベットの第9字,〈C〉I字型[の物],〈U〉(ローマ数字の)1,,
A100505,ice,n,〈U〉氷,〈U〉《the~》表面に張った氷,〈C〉《米》氷菓子(シャーベット・フラッペなど),〈U〉(気持ち・態度などの)冷たさ,
A100506,ice cream,n,アイスクリーム,,,,
A100507,idea,n,〈C〉(心に浮かんだ)考え,(はっきりとした)意見,案,,
A100508,ideal,adj,理想的な,(実在ではなく)観念的な,,,
A100509,if,conj,《仮定・条件を表して》もし～ならば,《譲歩を表して》たとえ～でも([even though]),～するといつでも,《間接疑問文を導いて》～かどうか,
A100510,imagine,v,～を想像する,《~ that ～》～と思う,《～ wh-節》～かどうかを推測する,想像する,
A100511,important,adj,重要な,有力な,,,
A100512,in,prep,《具体的な場所,～において,《移動を表す動詞と共に》～の中へ,(乗り物)に乗って,～の状態に
A100513,information,n,《単数形で冠詞をつけずに》(～についての)情報,〈U〉案内,〈C〉案内所,,,
A100514,inside,prep,～の中で(に),～以内に,,,
A100515,interested,adj,興味(関心)のある,関心(興味)を示す,,,
A100516,interesting,adj,(物事が)興味を起こさせる,おもしろい,,,
A100517,internet,n,《The 〜》インターネット,単にthe net,,,
A100518,interview,n,(就職のためなどの)面接,取材のための)(～との)会見,訪問記事,,
A100519,interviewer,n,面接する人,訪問記者,,,
A100520,into,prep,《運動,～に突きあたって,～に加えて,《状態の変化・結果》～に,《時間の推移》～まで
A100521,introduce,v,〈人〉を紹介する,《～に》～を初めて取り入れる,《～を》〈人〉に手ほどきする,《～に》〈議案など〉を提出する《into ～》,《～に》～を持ち込む《into ～》
A100522,is,be-verb,[be]の三人称・単数・現在,,,,
A100523,island,n,島,島に似たもの,(街路上の)安全地帯(《米》safety island,,,
A100524,it,pron,《すでに述べられた物・事または幼児,《その場の状況で相手に何であるか分かるような物・事または人を指して》それは(を),,,
A100525,item,n,事項,項目、品目,,,
A100526,its,det,その・それの,,,,
A100527,its,pron,《名詞の前で》それの,その,それに関する,,
A100528,jacket,n,〈C〉上着,《米》(レコードの)ジャケット,(パイプ・ボイラーなどの)被覆物,(じゃがいもなどの)皮,
A100529,January,n,1月(《略》Ja.),Jan.,,,
A100530,jeans,n,《jeanの複数形》〈C〉ジーパン,ジーン布製の)作業服,,,
A100531,jet,n,〈C〉(水・ガス・蒸気などの)噴出,噴出物,噴出口,ジェット機,
A100532,jewelry,n,(宝石・貴金属類の)装身具類,[jewellery],,,
A100533,job,n,職、仕事,,,,
A100534,join,v,〈二つ以上のもの〉をつなぐ,,《～に》～をつなぐ《to》,〈会など〉に加入する,《～で》〈人〉の仲間に入る,《〈人〉と〈事〉に》加わる《in 〈事〉with 〈人〉》
A100535,judge,v,を裁判する,を審判する,を判断する,,
A100536,juice,n,〈U〉〈C〉(果物・野菜・肉などの)汁,《複数形で》(動物の)体液,〈U〉《俗》電気,ガソリン,～‘から'汁をしぼり取る,
A100537,July,n,7月(《略》Jul.),Jy.,,,
A100538,jump,v,《副詞を伴って》(地面などから)跳ぶ,急に(さっと)立ち上がる,驚き・恐怖などで)《～に》ぎくっ(ぎょっ)として跳び上がる《at ～》,〈金額・数量が〉急増する,～を跳び越える
A100539,June,n,6月(《略》Je.),Jun.,,,
A100540,just,adv,ちょうど,《完了形と共に用いて》たったいま,《しばしばonlyと共に用いて》ようやく,単に,《命令文で》ちょっと
A100541,keep,v,〈他〉〈物〉をずっと持っている,〈物〉を保存しておく,〈ある状態〉を保ち続ける,〈約束・規則・慣習など〉を守る,の管理をする
A100542,key,adj,重要な,主要な,鍵となる,,
