id,word,example_en,example_ja
B100521,dangerously,He drove dangerously fast on the highway.,彼は高速道路で危険なほど速く運転した。
B100522,dare,Who dares wins.,勇気ある者が勝つ。
B100523,darkness,The darkness enveloped the room.,暗さが部屋を包み込んだ。
B100524,date,The castle dates back to 1610.,この城の歴史は1610年に遡ります。
B100525,dating,Be careful when online dating to avoid falling victim to catfishing.,オンラインデートではなりすましに注意し、被害に遭わないようにしましょう。
B100526,daze,The sudden news hit him like a daze.,突然のニュースが彼をぼう然とさせた。
B100527,dazzle,The view after sundown will be a different kind of dazzle.,日が落ちた後の景色は、また違った美しさになるでしょう。
B100528,deadline,I need to submit my report before the deadline.,最終期限までにレポートを提出しなければなりません。
B100529,deadly,The snake's venom is deadly.,蛇の毒は致命的です。
B100530,deaf,She is deaf and uses sign language to communicate.,彼女は耳が遠く、手話でコミュニケーションを取ります。
B100531,deal,He deals in furniture.,彼は家具屋だ。
B100532,dealer,The car dealer offered a great deal on the new model.,車のディーラーは新しいモデルにお得な取引を提供しました。
B100533,debris,The explosion scattered debris across the street.,爆発によって、破片が通りに散らばった。
B100534,debt,He is struggling to pay off his debt.,彼は借金を返済するのに苦労している。
B100535,decision,I have made a decision.,私は決定を下しました。
B100536,declaration,The president made a declaration about the new policy.,大統領は新しい政策について宣言をした。
B100537,declare,The colony declared independence.,その植民地は独立を宣言した。
B100538,decline,Overfishing has led to a decline in fish populations.,乱獲が魚の個体数の減少につながっています。
B100539,decrease,The drawdown in the company's profits was due to a decrease in sales.,会社の利益の減少は売上の減少によるものでした。
B100540,decrease,The population of this city has decreased.,この町の人口は減った。
B100541,dedicate,He dedicates himself to research.,彼は研究に専念する。
B100542,deed,They did a good deed in helping refugees.,彼らは難民を助けるという立派な行為をした。
B100543,defeat,It’s important to learn from defeat and keep moving forward.,敗北から学び、前進し続けることが重要です。
B100544,defend,They defended their country.,彼らは祖国を守った。
B100545,defender,The defender blocked the opponent's shot.,ディフェンダーは相手のシュートをブロックした。
B100546,defense,The defense attorney presented strong evidence in court.,弁護士は法廷で強力な証拠を提示した。
B100547,deficiency,Iron deficiency can lead to fatigue and weakness.,鉄分不足は疲労や衰弱の原因となる。
B100548,define,Please define the term for me.,その用語を私に定義してください。
B100549,definite,This is the definite answer.,これは明確な答えです。
B100550,definite article,Remember to use the definite article.,定冠詞を使うのを忘れないようにしなさい。
B100551,definitely,I will definitely finish the project on time.,私は間違いなくプロジェクトを予定通りに終わらせます。
B100552,definition,Can you give me the definition of this word?,この単語の定義を教えてもらえますか？
B100553,delay,The flight was delayed due to bad weather.,悪天候のため、フライトが延期されました。
B100554,delete,I accidentally deleted all my files.,私は誤って全てのファイルを削除してしまいました。
B100555,delicate,She has a delicate touch when playing the piano.,彼女はピアノを演奏する際に繊細なタッチを持っています。
B100556,delight,The children's faces were filled with delight as they opened their presents.,子供たちの顔は、プレゼントを開ける喜びで満たされていました。
B100557,delighted,I was delighted to receive the news of my promotion.,昇進のニュースを聞いてとてもうれしかったです。
B100558,delightful,The children's laughter was delightful.,子供たちの笑い声は喜びを与えるものだった。
B100559,deliver,The courier will deliver the package to your doorstep.,宅配業者が荷物を玄関先に配達します。
B100560,delivery,The delivery of the package was delayed due to bad weather.,荷物の配達が悪天候のため遅れました。
B100561,demand,The company is experiencing high demand for its products.,会社は製品の需要が高まっています。
B100562,demand,They demanded that President resign.,彼らは大統領は辞任すべきだと要求した。
B100563,democracy,Democracy is a system of government in which power is vested in the people.,民主主義は、権力が人民に委ねられた政治体制です。
B100564,democratic,The country has a strong democratic tradition.,その国は強い民主主義の伝統を持っています。
B100565,demonstrate,Scientists use experiments to demonstrate their theories.,科学者は実験を使って自分たちの理論を論証します。
B100566,demonstration,The demonstration was peaceful and well-organized.,デモは平和でよく組織されていました。
B100567,deny,I deny the accusation.,私はその告発を否定します。
B100568,depart,My flight will depart in an hour.,私の飛行機はあと１時間で出発です。
B100569,department,The marketing department is responsible for promoting the company's products.,マーケティング部門は、会社の製品の宣伝を担当しています。
B100570,departure,I watched my friends' departure as they left for a faraway land.,友達たちが遠い土地に向かって立ち去るのを見送った。
B100571,dependent,We are dependent on each other.,私達は互いに依存しあっている。
B100572,deposit,I need to make a deposit at the bank.,私は銀行で預金をする必要があります。
B100573,depressed,He is depressed lately.,彼は最近落ち込んでいる。
B100574,depressing,For some reason it looks to be turning out to be a depressing week.,今週は、訳あって、憂鬱な一週間になりそうだ。
B100575,depression,The global economy is showing signs of depression.,世界経済は不況の兆しを見せている。
B100576,deprive,The thief tried to deprive me of my wallet.,泥棒は私の財布を奪おうとした。
B100577,depth,The depth of the ocean is unknown.,海の深さは未知です。
B100578,derive,Scientists derive new theories from existing data.,科学者は既存のデータから新しい理論を引き出します。
B100579,deserve,He deserves the prize.,彼はその賞に値する。
B100580,design,He designed the car.,彼がその車を設計した。
B100581,designer,The designer created a beautiful logo for the company.,デザイナーは会社のために美しいロゴを作りました。
B100582,desire,I have a strong desire to travel the world.,私は世界を旅することを切望しています。
B100583,despair,She was in an abyss of despair.,彼女は絶望のどん底にあった。
B100584,desperate,She was desperate to find a job.,彼女は仕事を見つけるのに必死だった。
B100585,despite,"Despite the rain, we still went for a walk.",雨にもかかわらず、私たちは散歩に行きました。
B100586,destination,What's the destination of this ship?,この船の目的地はどこですか。
B100587,destruction,The earthquake caused widespread destruction in the city.,地震が都市で広範な破壊を引き起こしました。
B100588,destructive,The hurricane caused destructive damage to the coastal towns.,ハリケーンは沿岸の町に破壊的な被害をもたらしました。
B100589,detective,The detective solved the mysterious case.,刑事は謎の事件を解決した。
B100590,determination,She showed great determination in achieving her goals.,彼女は目標達成において大きな決心を示しました。
B100591,determine,I need to determine the best course of action.,私は最善の行動を決定する必要があります。
B100592,devastate,"The hurricane devastated the coastal town, leaving behind a trail of destruction.",ハリケーンが沿岸の町を壊滅させ、破壊の跡を残しました。
B100593,devastating,The devastating war left the city in ruins.,壊滅的な戦争は都市を廃墟にした。
B100594,development,The development of technology has greatly improved our lives.,技術の発達により、私たちの生活は大きく向上しました。
B100595,device,I need to buy a new device for my computer.,私はコンピューター用の新しい装置を買う必要があります。
B100596,devotion,Her devotion to her family is unwavering.,彼女の家族への愛情は揺るぎない。
B100597,diagram,I drew a diagram to explain the process.,私はプロセスを説明するために図を描きました。
B100598,dial,I bought a new watch with an omega symbol on the dial.,文字盤にオメガのシンボルがある新しい時計を買いました。
B100599,dial,She dialed the wrong number.,彼女は間違った番号に電話をかけた。
B100600,dialog,Can we have a dialog about this issue?,この問題について対話できますか？
B100601,diameter,The diameter of the circle is 10 centimeters.,円の直径は10センチメートルです。
B100602,diaper,I need to change the baby's diaper.,赤ちゃんのおむつを替える必要があります。
B100603,differ,Their opinions differ on the best way to solve the problem.,問題を解決する最善の方法について、彼らの意見は異なる。
B100604,dig,I found a sherd of pottery in the archaeological dig.,私は考古学の発掘で陶器の破片を見つけました。
B100605,digital,I prefer reading digital books over physical ones.,私は紙の本よりもデジタルの本を読む方が好きです。
B100606,diligence,She achieved success through her diligence and hard work.,彼女は勤勉さと努力によって成功を収めた。
B100607,diligent,She is a diligent student who always completes her assignments on time.,彼女はいつも課題を時間通りに終わらせる勤勉な学生です。
B100608,dioxide,Carbon dioxide is a greenhouse gas.,二酸化炭素は温室効果ガスです。
B100609,direct,Use only as directed.,指示に従って使用すること。
B100610,directly,Were you directly involved in the incident?,あなたは事件に直接関与していましたか？
B100611,dirt,She wiped the dirt off her shoes before entering the house.,彼女は家に入る前に靴の汚れを拭き取った。
B100612,disability,My brother overcame his disability and now works as a successful attorney.,弟は障害を克服し、今は弁護士として成功しています。
B100613,disable,They disable the security system.,彼らはセキュリティシステムを無効にします。
B100614,disabled,She is a disabled athlete who competes in wheelchair racing.,彼女は車いすレースで競技する身体障害のアスリートです。
B100615,disagreement,The disagreement between the union and management could lead to a strike.,労働側と経営側の意見不一致はストライキに行きつくかもしれない。
B100616,disappoint,I don't want to disappoint my parents.,私は両親を失望させたくない。
B100617,disappointment,I felt a deep sense of disappointment when I didn't get the job.,その仕事がもらえなかった時、私は深い失望感を感じました。
B100618,disaster,The earthquake was a devastating disaster.,その地震は壊滅的な災害だった。
B100619,disastrous,The hurricane caused disastrous damage to the coastal towns.,ハリケーンは沿岸の町に壊滅的な被害をもたらしました。
B100620,disc jockey,The disc jockey played a mix of old and new songs at the party.,ディスクジョッキーはパーティーで新旧の曲をミックスして流した。
B100621,discomfort,I felt a sense of discomfort when I entered the room.,部屋に入った時、不安を感じました。
B100622,discount,They are offering a discount on all products.,彼らはすべての商品に割引を提供しています。
B100623,discourage,His negative comments discouraged her from pursuing her dreams.,彼の否定的なコメントは、彼女が夢を追い求める意欲を削ぐものだった。
B100624,discovery,The scientist made a groundbreaking discovery.,その科学者は画期的な発見をした。
B100625,discrimination,Discrimination based on race is a violation of human rights.,人種に基づく差別は人権の侵害です。
B100626,disease,He was diagnosed with a rare disease.,彼は珍しい病気と診断されました。
B100627,disgusting,That attitude of his is quite disgusting.,彼のあの態度、感じ悪いわね。
B100628,dishwasher,The dishwasher in the cafeteria is responsible for washing the dishes.,食堂の皿洗いは、皿を洗う責任があります。
B100629,disk,I need to clean the disk before using it.,使う前にディスクをきれいにする必要があります。
B100630,dislike,I dislike spiders.,私はクモが嫌いです。
B100631,display,The museum will display the artwork next month.,その美術館は来月、作品を展示します。
B100632,dissolve,The sugar will dissolve in hot water.,砂糖は熱いお湯に溶けます。
B100633,distance,The distance between the two cities is 200 kilometers.,二つの都市の距離は200キロメートルです。
B100634,distant,The mountain peak is visible in the distant horizon.,遠い地平線に山の頂が見える。
B100635,distinction,This is such a critical distinction.,これは非常に重要な違いだ。
B100636,distinctly,I distinctly remember seeing her at the party.,私ははっきりとパーティーで彼女を見たことを覚えています。
B100637,distinguish,It is important to distinguish between right and wrong.,正しいことと間違ったことを区別することは重要です。
B100638,distribute,They distribute food to the homeless every week.,彼らは毎週ホームレスに食べ物を分配します。
B100639,distribution,The distribution of goods is an important aspect of the supply chain.,商品の流通はサプライチェーンの重要な側面です。
B100640,district,The typhoon struck the Kanto district.,台風が関東地方に上陸した。
B100641,disturbance,The disturbance in the classroom disrupted the students' concentration.,教室の騒ぎが生徒たちの集中力を乱しました。
B100642,dive,She performed a perfect back dive.,彼女は完璧な背面飛び込みを行った。
B100643,dive,He decided to dive from the cliff into the deep blue sea.,彼は断崖から深い青い海に飛び込むことを決めた。
B100644,diver,The diver gracefully jumped into the water.,ダイバーは優雅に水に飛び込んだ。
B100645,diverse,The team is made up of diverse individuals from different backgrounds.,チームは、異なるバックグラウンドを持つ多様な人で構成されています。
B100646,divide,The divide between the rich and the poor in this country is continuing to grow.,この国の貧富の差は拡大し続けている。
B100647,divine,The sunset over the ocean was a divine sight.,海に沈む夕日は神々しい光景だった。
B100648,diving,I love diving in the ocean.,私は海で潜水するのが大好きです。
B100649,divorced,She entrusted her baby to her divorced husband.,彼女は別れた夫に赤ちゃんを任せた。
B100650,DJ,Who's the DJ today?,今日のＤＪは誰ですか。
B100651,doc,I have an appointment with my doc tomorrow.,明日、私は医者との予約があります。
B100652,document,Please make sure to sign the document before submitting it.,提出する前に文書に署名してください。
B100653,documentary,I watched a documentary about the history of photography.,私は写真の歴史についてのドキュメンタリーを見ました。
B100654,dolphin,I saw a dolphin swimming in the ocean.,私は海で泳いでいるイルカを見ました。
B100655,dot,I found a dot on the wall.,私は壁に点を見つけました。
B100656,downstairs,The meeting room is downstairs.,会議室は階下にあります。
B100657,downward,Isostasy is the equilibrium between the upward force exerted by the Earth's crust and the downward force exerted on it.,地殻均衡とは、地球の地殻で押し上げようとする力と押し下げようとする力が均衡している状態です。
B100658,doze,I took a doze after coming home.,私は家に帰ってからうたた寝した。
B100659,dozen,I bought a dozen eggs at the grocery store.,私はスーパーマーケットで卵を１ダース買いました。
B100660,dozen,Eggs are sold by the dozen.,卵は１ダース単位で売られる。
B100661,drag,He had to drag the heavy box up the stairs.,彼は重い箱を引きずって階段を上らなければならなかった。
B100662,dramatic,The movie had a dramatic ending.,その映画は劇的な結末だった。
B100663,drown,The child was almost drowned.,その子は危うく溺れるところであった。
B100664,drunk,He was drunk last night.,彼は昨夜酔っ払っていた。
B100665,dude,"Hey dude, let's go to the party tonight!",よう、今夜パーティーに行こうぜ！
B100666,dull,The lecture was so dull that I fell asleep.,講義はとても鈍くて、私は眠ってしまった。
B100667,dump,The refuse dump is located outside the city.,ごみ処理地は市外にあります。
B100668,dump,He dumped the papers back into the drawer.,彼は書類を元の引き出しへ投げ込んだ。
B100669,dustbin,I accidentally dropped my keys in the dustbin.,誤って鍵をごみ箱に落としてしまった。
B100670,dusty,The old bookshelf was covered in a layer of dusty.,その古い本棚はほこりっぽい層で覆われていた。
B100671,duty,It is our duty to help those in need.,困っている人々を助けるのは私たちの義務です。
B100672,duty-free,I didn't buy anything at the duty-free shops.,免税店では買い物は一つもしませんでした。
B100673,duvet,I snuggled under the warm duvet on a cold winter night.,寒い冬の夜、暖かい羽根ぶとんにくるまって眠った。
B100674,dynasty,The Ming Dynasty ruled China for nearly three centuries.,明朝は中国を約300年間支配しました。
B100675,eager,She is eager to learn new things.,彼女は新しいことを学びたいと熱望しています。
B100676,eagerness,She showed great eagerness to learn.,彼女は学ぶことに熱心さを示しました。
B100677,earache,I have a terrible earache.,私はひどい耳痛があります。
B100678,earnest,She is known for her earnest dedication to her work.,彼女は仕事に対するまじめな取り組みで知られています。
B100679,eastern,I love watching the sunrise in the eastern sky.,私は東の空の日の出を見るのが大好きです。
B100680,easygoing,She is an easygoing person who doesn't get stressed easily.,彼女はのんきな人で、簡単にストレスを感じません。
B100681,eco,"The new app helps users track their 'eco' footprint, measuring the environmental impact of their daily choices.",この新しいアプリは、ユーザーが自分の「エコ」フットプリントを追跡し、日々の選択が環境に与える影響を測定するのに役立つ。
B100682,ecological,Ecological conservation is important for maintaining the balance of nature.,自然のバランスを保つために、生態学的な保護は重要です。
B100683,ecology,Ecology is the study of the relationship between organisms and their environment.,生態学は生物と生活環境との関連を研究する学問です。
B100684,economic,The economic situation in the country is improving.,国の経済状況が改善しています。
B100685,economics,She studied economics in college.,彼女は大学で経済学を勉強しました。
B100686,economy,The economy is growing steadily.,経済は着実に成長しています。
B100687,ecosystem,The coral reef is a vital part of the ecosystem.,サンゴ礁は生態系の重要な一部です。
B100688,ecstasy,She was filled with ecstasy when she won the lottery.,彼女は宝くじに当選した時、有頂天になった。
B100689,edge,"He stood on the edge of the cliff, looking down at the vast ocean below.",彼は崖の縁に立ち、下に広がる広大な海を見下ろしていた。
B100690,edition,The latest edition of the magazine is now available.,雑誌の最新号が発売されました。
B100691,educate,Parents have a responsibility to educate their children.,親は子供を教育する責任があります。
B100692,effective,Regular exercise is an effective way to improve your overall health.,定期的な運動は全体的な健康を改善する効果的な方法です。
B100693,efficiency,Improving efficiency is crucial for success in any business.,どんなビジネスでも、効率を向上させることは成功に不可欠です。
B100694,efficient,This new software is very efficient.,この新しいソフトウェアは非常に能率的です。
B100695,either,Either day is OK.,どちらの日でも結構です。
B100696,either,I don't like either.,どちらも好きではありません。
B100697,elbow,I accidentally bumped my elbow on the table.,テーブルにひじをぶつけてしまった。
B100698,election,The election is scheduled for next month.,選挙は来月予定されています。
B100699,electrical,I need to call an electrician to fix the electrical problem in my house.,家の電気の問題を修理するために電気技師に電話しなければなりません。
B100700,electricity,The city experienced a sudden loss of electricity [[due to]] the storm.,その都市は嵐のため突然停電に見舞われた。
B100701,electron,An electron is a subatomic particle.,電子は亜原子粒子です。
B100702,electronic,I bought a new electronic device.,私は新しい電子機器を買いました。
B100703,element,Education is a critical element.,教育は重要な要素である。
B100704,eliminate,We need to eliminate all unnecessary expenses from our budget.,予算から不要な経費を排除する必要があります。
B100705,embarrass,I don't want to embarrass him in front of everyone.,私は彼をみんなの前で恥ずかしい思いをさせたくない。
B100706,embarrassed,I was embarrassed.,私は困惑した。
B100707,embarrassment,I felt a wave of embarrassment when I tripped and fell in front of everyone.,みんなの前でつまずいて転んだとき、恥ずかしさの波が押し寄せてきた。
B100708,emerge,Fish emerge from the depths of the ocean.,魚が海の深いところから現れます。
B100709,emotion,She expressed her emotion through tears.,彼女は涙で自分の感情を表現した。
B100710,emotional,The lawyer made an emotional appeal to the jury.,弁護士は陪審員に感情的な訴えをした。
B100711,emotionally,She spoke emotionally about her childhood memories.,彼女は感情的に自分の子供時代の思い出について話しました。
B100712,emperor,The emperor ruled over the kingdom with absolute power.,皇帝は絶対的な権力を持って王国を統治した。
B100713,emphasis,He put emphasis on equality in his speech.,彼は自分のスピーチの中で平等を強調した。
B100714,emphasize,I want to emphasize the importance of teamwork.,私はチームワークの重要性を強調したいです。
B100715,empire,The Roman Empire was one of the most powerful empires in history.,ローマ帝国は歴史上最も強力な帝国の一つでした。
B100716,employment,He is seeking employment.,彼は職を求めている。
B100717,enable,The scholarship enabled her to study abroad.,奨学金のおかげで彼女は留学した。
B100718,enclose,Please enclose the documents in the envelope.,書類を封筒に入れてください。
B100719,encounter,I had a chance encounter with my old friend at the grocery store.,スーパーマーケットで偶然に昔の友人に出会った。
B100720,encouragement,Her words of encouragement were cheering.,彼女の励ましの言葉は元気づけてくれた。
B100721,encouraging,The coach was very encouraging.,コーチはとても励ましてくれた。
B100722,encyclopedia,I found a lot of interesting information in the encyclopedia.,私は百科事典でたくさんの興味深い情報を見つけました。
B100723,endanger,The reckless behavior of the driver endangered the lives of everyone on the road.,運転手の無謀な行動は、道路上にいた全員の命を危険にさらしました。
B100724,endless,The possibilities are endless.,可能性は無限です。
B100725,endure,She had to endure the pain for hours.,彼女は数時間の間、痛みに耐えなければならなかった。
B100726,enemy,He considered her his worst enemy.,彼は彼女を自分の最大の敵とみなしていた。
B100727,engage,I engage in various activities to support the community.,私は地域を支援するためにさまざまな活動に携わっています。
B100728,engaged,She is engaged in her work.,彼女は仕事に熱心に取り組んでいる。
B100729,engine,The car's engine is running smoothly.,車のエンジンはスムーズに動いています。
B100730,engineering,I am studying engineering at university.,私は大学で工学を勉強しています。
B100731,Englishman,An Englishman would not use such a word.,イギリス人ならそんな言葉は使わないだろう。
B100732,enjoyable,The party was enjoyable.,パーティーは楽しかったです。
B100733,enjoyment,I find great enjoyment in playing the piano.,私はピアノを弾くことを楽しんでいます。
B100734,enrich,Reading books can enrich your mind.,本を読むことはあなたの心を豊かにすることができます。
B100735,ensure,I will ensure that the project is completed on time.,私はプロジェクトが時間通りに完了することを保証します。
B100736,entertain,She knows how to entertain a crowd with her singing.,彼女は歌で人々を楽しませる方法を知っています。
B100737,entertainer,He made good as an entertainer.,彼は芸人として成功した。
B100738,enthusiasm,She approached her work with great enthusiasm.,彼女は仕事に熱中して取り組んだ。
B100739,enthusiast,She is a photography enthusiast.,彼女は写真愛好家です。
B100740,enthusiastic,The concert was jam-packed with enthusiastic fans.,コンサート会場は熱狂的なファンでぎっしり詰まっていた。
B100741,entire,The entire team worked together to complete the project.,チーム全体で協力してプロジェクトを完成させました。
B100742,entirely,She was entirely focused on her work.,彼女は完全に仕事に集中していました。
B100743,entry,There were fifty entries for the race.,そのレースには５０人の参加者がいた。
B100744,environmental,The world is confronted with the problem of environmental pollution.,世界は環境汚染の問題に直面しています。
B100745,environmentalist,The environmentalist is dedicated to protecting the planet.,環境保護論者は地球を守ることに専念しています。
B100746,equal,Everybody is equal before the law.,すべての人は法の前に平等です。
B100747,equality,Equality is the foundation of a just society.,平等は公正な社会の基盤です。
B100748,equally,All employees are treated equally regardless of their position.,全ての従業員は、彼らの立場に関係なく平等に扱われます。
B100749,equipment,I need to buy some new equipment for my gym.,私はジムのために新しい機器を買う必要があります。
B100750,era,The Renaissance era was known for its cultural and artistic achievements.,ルネサンス時代はその文化的な成果と芸術的な業績で知られていました。
B100751,escape,He managed to escape from the prison.,彼はなんとか刑務所から脱出した。
B100752,essence,Understanding the essence of a problem is crucial for finding a solution.,問題の本質を理解することは解決策を見つけるために重要です。
B100753,essential,Water is essential for life.,水は生命にとって不可欠です。
B100754,establishment,The establishment of the company was a significant milestone.,会社の設立は重要な節目でした。
B100755,estimate,He roughly estimated the cost of the project.,彼はプロジェクトのコストをおおよそ見積もった。
B100756,eternal,Love is eternal.,愛は永遠です。
B100757,eternity,Love is said to last for eternity.,愛は永遠に続くと言われています。
B100758,even,The chances are even.,勝負の見込みは五分五分。
B100759,evenly,The cake was evenly divided among the guests.,ケーキはゲストたちに等しく分けられました。
B100760,eventually,"I know it's tough, but eventually you'll succeed.",難しいことだとは思うだけど、ゆくゆくは成功するよ。
B100761,evident,It is evident that he did it.,彼がそれをやったことは明らかだ。
B100762,exact,He gave the exact number of participants.,彼は参加者の正確な人数を伝えた。
B100763,examination,I have an examination tomorrow.,明日試験があります。
B100764,examine,I need to examine the evidence before making a decision.,決定する前に証拠を調査する必要があります。
B100765,examiner,The examiner asked me a series of questions during the interview.,面接中、試験官は私に一連の質問をしました。
B100766,excellence,She demonstrated excellence in her work.,彼女は仕事で優秀さを示しました。
B100767,excess,"In a buyers market, there is an excess of goods and prices are lowered, making it advantageous for buyers.",買い手市場では、商品が過剰で価格が下がり、買い手にとって有利になります。
B100768,exchange,I need to exchange this shirt for a smaller size.,このシャツを小さいサイズと交換しなければなりません。
B100769,exchange rate,The exchange rate between the two currencies is constantly fluctuating.,二つの通貨間の為替相場は常に変動しています。
B100770,excitedly,"During the festive celebration, the children excitedly lit the fire crackers, filling the night sky with colorful sparks.",お祭りの最中、子供たちは興奮しながら爆竹に火をつけ、夜空を色とりどりの火花で満たしました。
B100771,excitement,I could feel the excitement in the air as the concert started.,コンサートが始まると空気中に漂う興奮を感じることができました。
B100772,exclusive,This offer is exclusive to our VIP members.,このオファーは私たちのVIP会員限定です。
B100773,excuse,Nothing will excuse such an act.,そのような振る舞いはどんな事があっても許されない。
B100774,exhausted,I was so exhausted after running a marathon.,マラソンを走った後、私は疲れ果てました。
B100775,existence,The existence of aliens has been a topic of debate for many years.,エイリアンの存在は長年の議論のテーマとなっています。
B100776,exit,Please use the exit on the right.,右側の出口をご利用ください。
B100777,exit,He decided to exit the stage after his final performance.,彼は最後の公演の後に舞台を去ることを決めた。
B100778,expand,The company plans to expand into new markets.,会社は新たな市場に拡大する予定です。
B100779,expense,I need to keep track of my monthly expenses.,私は毎月の支出を記録する必要があります。
B100780,experience,She often experiences melancholia during the winter months.,彼女は冬の間によく憂うつ病になります。
B100781,experienced,She is an experienced teacher.,彼女は経験豊富な教師です。
B100782,experiment,I conducted a scientific experiment to test my hypothesis.,私は仮説を検証するために科学実験を行いました。
B100783,exploration,Exploration of unknown territories is an exciting adventure.,未知の領域の探検はワクワクする冒険です。
B100784,explosion,The explosion was so loud that it shook the entire building.,爆発はとても大きかったので、建物全体が揺れました。
B100785,expose,The documentary will expose the truth about the corrupt government.,そのドキュメンタリーは腐敗した政府の真実を暴露する予定です。
B100786,express,I express my feelings through art.,私は芸術を通じて自分の気持ちを表現します。
B100787,extend,I need to extend my stay in the hotel.,ホテルでの滞在を延長する必要があります。
B100788,extensively,The theologian wrote extensively about the nature of God.,その神学者は神の本質について広範囲にわたって書いた。
B100789,extent,The extent of the damage caused by the hurricane was catastrophic.,ハリケーンによる被害の範囲は壊滅的でした。
B100790,extinct,The dodo bird is an example of an extinct species.,ドードー鳥は絶滅した種の一例です。
B100791,extinction,The rapid deforestation is leading to the extinction of many species.,急速な森林破壊は多くの種の絶滅につながっています。
B100792,extra,An air conditioner is available as an optional extra.,エアコンは追加料金で選べます
B100793,extraordinary,She has an extraordinary talent for singing.,彼女は歌う才能が並はずれている。
B100794,extreme,They are the extreme cases.,それは極端な場合だ。
B100795,extreme sports,Why do you think some people like to do extreme sports?,エクストリームスポーツをするのが好きな人たちは、なぜ好きなんだと思う？
B100796,eyesight,Regular eye exams are important for maintaining good eyesight.,定期的な眼科検診は良い視力を維持するために重要です。
B100797,face-to-face,We stood face to face.,我々は向かい合って立っていた。
B100798,face-to-face,They never offered us a face-to-face meeting to discuss our questions.,彼らは、私たちの質問について話し合うために、直接会って話をしようとはしなかった。
B100799,facility,The facility is equipped with state-of-the-art technology.,その施設は最新の技術で設備されています。
B100800,fade,The colors of the sunset slowly fade away.,夕焼けの色が徐々に薄れていく。
B100801,failure,Failure is not the opposite of success; it's part of success.,失敗は成功の対義語ではなく、成功の一部です。
B100802,faint,I heard a faint sound in the distance.,遠くでかすかな音が聞こえた。
B100803,fair,The city is hosting the fair.,その都市はフェアを開催している。
B100804,faithful,He is a faithful friend who always supports me.,彼はいつも私を支えてくれる誠実な友人だ。
B100805,fake,I don't need fake friends.,偽りの友達なんて要らない。
B100806,fall,I love taking walks in the fall.,私は秋に散歩するのが大好きです。
B100807,fallen,The leaves have fallen from the trees.,木々から葉が落ちました。
B100808,fancy,A dragon is a creature of fancy.,龍は空想の動物だ。
B100809,fancy,I cannot fancy going out in this weather.,この天気に外出するなど想像できない。
B100810,fantasy,She loves reading fantasy novels.,彼女はファンタジー小説を読むのが大好きです。
B100811,faraway,I can see a faraway mountain from my window.,私は窓から遠くの山が見えます。
B100812,farewell,I said farewell to my friends before leaving for college.,私は大学に行く前に友達に別れを告げました。
B100813,farming,Farming is an essential part of the economy.,農業は経済の重要な一部です。
B100814,farmland,The farmer worked hard on his farmland to grow crops.,農夫は農地で一生懸命働いて作物を育てました。
B100815,farther,He lives farther away from the city than I do.,彼は私よりも都市からさらに遠くに住んでいます。
B100816,farthest,He traveled to the farthest corner of the world.,彼は世界の最も遠い場所へ旅をした
B100817,fascinate,The magician's tricks never fail to fascinate the audience.,魔術師のトリックは常に観客を魅了する。
B100818,fashionable,She always wears fashionable clothes.,彼女はいつも流行の服を着ています。
B100819,fasten,Please fasten your seatbelt before takeoff.,離陸前にシートベルトを締めてください。
B100820,favorable,He received a favorable response from the audience.,彼は観客から好意的な反応を受けました。
B100821,fax,I need to send a fax to the office.,オフィスにファックスを送る必要があります。
B100822,fax,"Fax this to this number in Tokyo, please.",これを東京のこの番号にファックスしてください。
B100823,feast,The whole village gathered for a feast to celebrate the harvest.,収穫を祝うために、村全体が祝祭のために集まった。
B100824,feed,I feed my dog twice a day.,私は毎日犬に２回ご飯をあげます。
B100825,fellow,I met a fellow traveler at the airport.,私は空港で仲間の旅行者に出会いました。
B100826,ferry,I took the ferry to the island.,私は渡し船で島に行きました。
B100827,festive,The town is decorated with colorful lights for the festive season.,町は祭りの季節に向けてカラフルな電飾で彩られています。
B100828,fetch,I need to fetch my keys from the car.,私は車から鍵を取って来る必要があります。
B100829,feverishly,He wrote opinions feverishly.,彼は、無我夢中で意見を書きました。
B100830,few,Give me a few.,私に少しください。
B100831,fifth,One-fifth of my wages go to taxes.,私は給与の５分の１を税金で取られてしまう。
B100832,fight,They fight each other every day.,彼らは毎日互いに戦います。
B100833,filling,I need to get a filling for my tooth.,私は歯に詰め物をしなければなりません。
B100834,film,The car crash scene was filmed in slow motion.,車の衝突シーンはスローモーションで撮影されました。
B100835,film-maker,He was Japan's most famous filmmaker.,彼は日本で最も有名な映画製作者だった。
B100836,filter,I use a water filter to purify water.,私は水を浄化するために浄水器を使っています。
B100837,finance,A budget deficit must be financed somehow.,赤字は何とか埋め合わせなければならない。
B100838,financial,The government is facing financial challenges due to the economic downturn.,経済の低迷により、政府は財政上の課題に直面しています。
B100839,finding,The credibility of the research findings was questioned.,研究結果の信頼性が問われました。
B100840,fine,I received a fine for parking in a no-parking zone.,私は駐車禁止区域に駐車したために罰金を受けました。
B100841,finger,I accidentally cut my finger while chopping vegetables.,野菜を切っている最中に指を誤って切ってしまった。
B100842,fire station,The fire station is located just a few blocks away from here.,消防署はここから数ブロック先にあります。
